"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","ERSA","Wild cabage",1,0,"Brassicaceae"
"2","ERSA","Wild cabage",2,0,"Brassicaceae"
"3","ERSA","Wild cabage",3,0,"Brassicaceae"
"4","ERSA","Wild cabage",4,0,"Brassicaceae"
"5","ERSA","Wild cabage",5,0,"Brassicaceae"
"6","ERSA","Wild cabage",6,0,"Brassicaceae"
"7","ERSA","Wild cabage",7,0,"Brassicaceae"
"8","ERSA","Wild cabage",8,0,"Brassicaceae"
"9","ERSA","Wild cabage",9,0,"Brassicaceae"
"10","ERSA","Wild cabage",10,0,"Brassicaceae"
"11","ERSA","Pak choi",1,15,"Brassicaceae"
"12","ERSA","Pak choi",2,15,"Brassicaceae"
"13","ERSA","Pak choi",3,17,"Brassicaceae"
"14","ERSA","Pak choi",4,7,"Brassicaceae"
"15","ERSA","Pak choi",5,6,"Brassicaceae"
"16","ERSA","Pak choi",6,13,"Brassicaceae"
"17","ERSA","Pak choi",7,2,"Brassicaceae"
"18","ERSA","Pak choi",8,20,"Brassicaceae"
"19","ERSA","Pak choi",9,1,"Brassicaceae"
"20","ERSA","Pak choi",10,0,"Brassicaceae"
"21","ERSA","Rocket",1,NA,"Brassicaceae"
"22","ERSA","Rocket",2,NA,"Brassicaceae"
"23","ERSA","Rocket",3,NA,"Brassicaceae"
"24","ERSA","Rocket",4,NA,"Brassicaceae"
"25","ERSA","Rocket",5,NA,"Brassicaceae"
"26","ERSA","Rocket",6,NA,"Brassicaceae"
"27","ERSA","Rocket",7,NA,"Brassicaceae"
"28","ERSA","Rocket",8,NA,"Brassicaceae"
"29","ERSA","Rocket",9,NA,"Brassicaceae"
"30","ERSA","Rocket",10,NA,"Brassicaceae"
"31","ERSA","White mustard",1,13,"Brassicaceae"
"32","ERSA","White mustard",2,10,"Brassicaceae"
"33","ERSA","White mustard",3,0,"Brassicaceae"
"34","ERSA","White mustard",4,1,"Brassicaceae"
"35","ERSA","White mustard",5,12,"Brassicaceae"
"36","ERSA","White mustard",6,7,"Brassicaceae"
"37","ERSA","White mustard",7,2,"Brassicaceae"
"38","ERSA","White mustard",8,12,"Brassicaceae"
"39","ERSA","White mustard",9,0,"Brassicaceae"
"40","ERSA","White mustard",10,12,"Brassicaceae"
"41","ERSA","Water morning glory",1,10,"Convolvulaceae"
"42","ERSA","Water morning glory",2,7,"Convolvulaceae"
"43","ERSA","Water morning glory",3,15,"Convolvulaceae"
