"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","IPPU","BROL 100%",1,0,"Brassicaceae"
"2","IPPU","BROL 100%",2,0,"Brassicaceae"
"3","IPPU","BROL 100%",3,0,"Brassicaceae"
"4","IPPU","BROL 100%",4,0,"Brassicaceae"
"5","IPPU","BROL 100%",5,0,"Brassicaceae"
"6","IPPU","BROL 100%",6,0,"Brassicaceae"
"7","IPPU","BROL 100%",7,0,"Brassicaceae"
"8","IPPU","BROL 100%",8,0,"Brassicaceae"
"9","IPPU","BROL 100%",9,0,"Brassicaceae"
"10","IPPU","BROL 100%",10,0,"Brassicaceae"
"11","IPPU","BRRA 100%",1,0,"Brassicaceae"
"12","IPPU","BRRA 100%",2,0,"Brassicaceae"
"13","IPPU","BRRA 100%",3,0,"Brassicaceae"
"14","IPPU","BRRA 100%",4,0,"Brassicaceae"
"15","IPPU","BRRA 100%",5,0,"Brassicaceae"
"16","IPPU","BRRA 100%",6,0,"Brassicaceae"
"17","IPPU","BRRA 100%",7,0,"Brassicaceae"
"18","IPPU","BRRA 100%",8,0,"Brassicaceae"
"19","IPPU","BRRA 100%",9,0,"Brassicaceae"
"20","IPPU","BRRA 100%",10,0,"Brassicaceae"
"21","IPPU","CAAN 100%",1,0,"Solanaceae"
"22","IPPU","CAAN 100%",2,0,"Solanaceae"
"23","IPPU","CAAN 100%",3,0,"Solanaceae"
"24","IPPU","CAAN 100%",4,0,"Solanaceae"
"25","IPPU","CAAN 100%",5,0,"Solanaceae"
"26","IPPU","CAAN 100%",6,0,"Solanaceae"
"27","IPPU","CAAN 100%",7,0,"Solanaceae"
"28","IPPU","CAAN 100%",8,0,"Solanaceae"
"29","IPPU","CAAN 100%",9,0,"Solanaceae"
"30","IPPU","CAAN 100%",10,0,"Solanaceae"
"51","IPPU","ERSA 100%",1,0,"Brassicaceae"
"52","IPPU","ERSA 100%",2,0,"Brassicaceae"
"53","IPPU","ERSA 100%",3,0,"Brassicaceae"
"54","IPPU","ERSA 100%",4,0,"Brassicaceae"
"55","IPPU","ERSA 100%",5,0,"Brassicaceae"
"56","IPPU","ERSA 100%",6,0,"Brassicaceae"
"57","IPPU","ERSA 100%",7,0,"Brassicaceae"
"58","IPPU","ERSA 100%",8,0,"Brassicaceae"
"59","IPPU","ERSA 100%",9,0,"Brassicaceae"
"60","IPPU","ERSA 100%",10,0,"Brassicaceae"
"71","IPPU","IPAQ 100%",1,0,"Convolvulaceae"
"72","IPPU","IPAQ 100%",2,0,"Convolvulaceae"
"73","IPPU","IPAQ 100%",3,0,"Convolvulaceae"
"74","IPPU","IPAQ 100%",4,0,"Convolvulaceae"
"75","IPPU","IPAQ 100%",5,0,"Convolvulaceae"
"76","IPPU","IPAQ 100%",6,0,"Convolvulaceae"
"77","IPPU","IPAQ 100%",7,0,"Convolvulaceae"
"78","IPPU","IPAQ 100%",8,0,"Convolvulaceae"
"79","IPPU","IPAQ 100%",9,0,"Convolvulaceae"
"80","IPPU","IPAQ 100%",10,0,"Convolvulaceae"
"81","IPPU","IPPU 100%",1,0,"Convolvulaceae"
"82","IPPU","IPPU 100%",2,0,"Convolvulaceae"
"83","IPPU","IPPU 100%",3,0,"Convolvulaceae"
"84","IPPU","IPPU 100%",4,0,"Convolvulaceae"
"85","IPPU","IPPU 100%",5,0,"Convolvulaceae"
"86","IPPU","IPPU 100%",6,0,"Convolvulaceae"
"87","IPPU","IPPU 100%",7,0,"Convolvulaceae"
"88","IPPU","IPPU 100%",8,0,"Convolvulaceae"
"89","IPPU","IPPU 100%",9,0,"Convolvulaceae"
"90","IPPU","IPPU 100%",10,0,"Convolvulaceae"
"91","IPPU","PEIN 100%",1,0,"Solanaceae"
"92","IPPU","PEIN 100%",2,0,"Solanaceae"
"93","IPPU","PEIN 100%",3,0,"Solanaceae"
"94","IPPU","PEIN 100%",4,0,"Solanaceae"
"95","IPPU","PEIN 100%",5,0,"Solanaceae"
"96","IPPU","PEIN 100%",6,0,"Solanaceae"
"97","IPPU","PEIN 100%",7,0,"Solanaceae"
"98","IPPU","PEIN 100%",8,0,"Solanaceae"
"99","IPPU","PEIN 100%",9,0,"Solanaceae"
"100","IPPU","PEIN 100%",10,0,"Solanaceae"
"111","IPPU","SIAL 100%",1,0,NA
"112","IPPU","SIAL 100%",2,0,NA
"113","IPPU","SIAL 100%",3,0,NA
"114","IPPU","SIAL 100%",4,0,NA
"115","IPPU","SIAL 100%",5,0,NA
"116","IPPU","SIAL 100%",6,0,NA
"117","IPPU","SIAL 100%",7,0,NA
"118","IPPU","SIAL 100%",8,0,NA
"119","IPPU","SIAL 100%",9,0,NA
"120","IPPU","SIAL 100%",10,0,NA
"121","IPPU","SOLY 100%",1,0,"Solanaceae"
"122","IPPU","SOLY 100%",2,0,"Solanaceae"
"123","IPPU","SOLY 100%",3,0,"Solanaceae"
"124","IPPU","SOLY 100%",4,0,"Solanaceae"
"125","IPPU","SOLY 100%",5,0,"Solanaceae"
"126","IPPU","SOLY 100%",6,0,"Solanaceae"
"127","IPPU","SOLY 100%",7,0,"Solanaceae"
"128","IPPU","SOLY 100%",8,0,"Solanaceae"
"129","IPPU","SOLY 100%",9,0,"Solanaceae"
"130","IPPU","SOLY 100%",10,0,"Solanaceae"
"131","IPPU","SOME 100%",1,0,"Solanaceae"
"132","IPPU","SOME 100%",2,0,"Solanaceae"
"133","IPPU","SOME 100%",3,0,"Solanaceae"
"134","IPPU","SOME 100%",4,0,"Solanaceae"
"135","IPPU","SOME 100%",5,0,"Solanaceae"
"136","IPPU","SOME 100%",6,0,"Solanaceae"
"137","IPPU","SOME 100%",7,0,"Solanaceae"
"138","IPPU","SOME 100%",8,0,"Solanaceae"
"139","IPPU","SOME 100%",9,0,"Solanaceae"
"140","IPPU","SOME 100%",10,0,"Solanaceae"
"110","IPPU","Cross",1,1,NA
"210","IPPU","Cross",2,2,NA
"31","IPPU","Cross",3,1,NA
"41","IPPU","Cross",4,2,NA
"510","IPPU","Cross",5,1,NA
"61","IPPU","Cross",6,6,NA
"710","IPPU","Cross",7,0,NA
"810","IPPU","Cross",8,0,NA
"910","IPPU","Cross",9,0,NA
"101","IPPU","Cross",10,6,NA
"141","IPPU","Self",1,5,NA
"211","IPPU","Self",2,4,NA
"32","IPPU","Self",3,5,NA
"42","IPPU","Self",4,5,NA
"511","IPPU","Self",5,6,NA
"62","IPPU","Self",6,6,NA
"711","IPPU","Self",7,5,NA
"811","IPPU","Self",8,6,NA
"911","IPPU","Self",9,6,NA
"102","IPPU","Self",10,4,NA
"142","IPPU","Control",1,0,NA
"212","IPPU","Control",2,0,NA
"33","IPPU","Control",3,0,NA
"43","IPPU","Control",4,0,NA
"512","IPPU","Control",5,0,NA
"63","IPPU","Control",6,0,NA
"712","IPPU","Control",7,0,NA
"812","IPPU","Control",8,0,NA
"912","IPPU","Control",9,0,NA
"103","IPPU","Control",10,0,NA
"143","IPPU","Flower control",1,3,NA
"213","IPPU","Flower control",2,2,NA
"34","IPPU","Flower control",3,3,NA
"44","IPPU","Flower control",4,0,NA
"513","IPPU","Flower control",5,0,NA
"64","IPPU","Flower control",6,0,NA
"713","IPPU","Flower control",7,0,NA
"813","IPPU","Flower control",8,0,NA
"913","IPPU","Flower control",9,5,NA
"104","IPPU","Flower control",10,6,NA
