"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","PEIN","Wild cabbage",1,73,"Brassicaceae"
"2","PEIN","Wild cabbage",2,0,"Brassicaceae"
"3","PEIN","Wild cabbage",3,0,"Brassicaceae"
"4","PEIN","Wild cabbage",4,0,"Brassicaceae"
"5","PEIN","Wild cabbage",5,86,"Brassicaceae"
"6","PEIN","Wild cabbage",6,330,"Brassicaceae"
"7","PEIN","Wild cabbage",7,109,"Brassicaceae"
"8","PEIN","Wild cabbage",8,81,"Brassicaceae"
"9","PEIN","Wild cabbage",9,62,"Brassicaceae"
"10","PEIN","Wild cabbage",10,0,"Brassicaceae"
"11","PEIN","Pak choi",1,85,"Brassicaceae"
"12","PEIN","Pak choi",2,163,"Brassicaceae"
"13","PEIN","Pak choi",3,0,"Brassicaceae"
"14","PEIN","Pak choi",4,79,"Brassicaceae"
"15","PEIN","Pak choi",5,85,"Brassicaceae"
"16","PEIN","Pak choi",6,217,"Brassicaceae"
"17","PEIN","Pak choi",7,255,"Brassicaceae"
"18","PEIN","Pak choi",8,0,"Brassicaceae"
"19","PEIN","Pak choi",9,33,"Brassicaceae"
"20","PEIN","Pak choi",10,42,"Brassicaceae"
"21","PEIN","Rocket",1,38,"Brassicaceae"
"22","PEIN","Rocket",2,155,"Brassicaceae"
"23","PEIN","Rocket",3,128,"Brassicaceae"
"24","PEIN","Rocket",4,111,"Brassicaceae"
"25","PEIN","Rocket",5,167,"Brassicaceae"
"26","PEIN","Rocket",6,0,"Brassicaceae"
"27","PEIN","Rocket",7,0,"Brassicaceae"
"28","PEIN","Rocket",8,78,"Brassicaceae"
"29","PEIN","Rocket",9,59,"Brassicaceae"
"30","PEIN","Rocket",10,193,"Brassicaceae"
"31","PEIN","White mustard",1,21,"Brassicaceae"
"32","PEIN","White mustard",2,0,"Brassicaceae"
"33","PEIN","White mustard",3,61,"Brassicaceae"
"34","PEIN","White mustard",4,17,"Brassicaceae"
"35","PEIN","White mustard",5,20,"Brassicaceae"
"36","PEIN","White mustard",6,0,"Brassicaceae"
"37","PEIN","White mustard",7,0,"Brassicaceae"
"38","PEIN","White mustard",8,0,"Brassicaceae"
"39","PEIN","White mustard",9,23,"Brassicaceae"
"40","PEIN","White mustard",10,0,"Brassicaceae"
"41","PEIN","Water morning glory",1,0,"Convolvulaceae"
"42","PEIN","Water morning glory",2,37,"Convolvulaceae"
"43","PEIN","Water morning glory",3,0,"Convolvulaceae"
"44","PEIN","Water morning glory",4,0,"Convolvulaceae"
"45","PEIN","Water morning glory",5,0,"Convolvulaceae"
"46","PEIN","Water morning glory",6,0,"Convolvulaceae"
"47","PEIN","Water morning glory",7,0,"Convolvulaceae"
"48","PEIN","Water morning glory",8,0,"Convolvulaceae"
"49","PEIN","Water morning glory",9,299,"Convolvulaceae"
"50","PEIN","Water morning glory",10,164,"Convolvulaceae"
"51","PEIN","Morning glory",1,0,"Convolvulaceae"
"52","PEIN","Morning glory",2,0,"Convolvulaceae"
"53","PEIN","Morning glory",3,0,"Convolvulaceae"
"54","PEIN","Morning glory",4,0,"Convolvulaceae"
"55","PEIN","Morning glory",5,0,"Convolvulaceae"
"56","PEIN","Morning glory",6,0,"Convolvulaceae"
"57","PEIN","Morning glory",7,0,"Convolvulaceae"
"58","PEIN","Morning glory",8,0,"Convolvulaceae"
"59","PEIN","Morning glory",9,61,"Convolvulaceae"
"60","PEIN","Morning glory",10,0,"Convolvulaceae"
"61","PEIN","Capsicum",1,298,"Solanaceae"
"62","PEIN","Capsicum",2,234,"Solanaceae"
"63","PEIN","Capsicum",3,341,"Solanaceae"
"64","PEIN","Capsicum",4,274,"Solanaceae"
"65","PEIN","Capsicum",5,244,"Solanaceae"
"66","PEIN","Capsicum",6,196,"Solanaceae"
"67","PEIN","Capsicum",7,182,"Solanaceae"
"68","PEIN","Capsicum",8,199,"Solanaceae"
"69","PEIN","Capsicum",9,196,"Solanaceae"
"70","PEIN","Capsicum",10,134,"Solanaceae"
"71","PEIN","Petunia",1,NA,"Solanaceae"
"72","PEIN","Petunia",2,NA,"Solanaceae"
"73","PEIN","Petunia",3,NA,"Solanaceae"
"74","PEIN","Petunia",4,NA,"Solanaceae"
"75","PEIN","Petunia",5,NA,"Solanaceae"
"76","PEIN","Petunia",6,NA,"Solanaceae"
"77","PEIN","Petunia",7,NA,"Solanaceae"
"78","PEIN","Petunia",8,NA,"Solanaceae"
"79","PEIN","Petunia",9,NA,"Solanaceae"
"80","PEIN","Petunia",10,NA,"Solanaceae"
"81","PEIN","Tomato",1,0,"Solanaceae"
"82","PEIN","Tomato",2,0,"Solanaceae"
"83","PEIN","Tomato",3,0,"Solanaceae"
"84","PEIN","Tomato",4,94,"Solanaceae"
"85","PEIN","Tomato",5,12,"Solanaceae"
"86","PEIN","Tomato",6,0,"Solanaceae"
"87","PEIN","Tomato",7,81,"Solanaceae"
"88","PEIN","Tomato",8,0,"Solanaceae"
"89","PEIN","Tomato",9,241,"Solanaceae"
"90","PEIN","Tomato",10,184,"Solanaceae"
"91","PEIN","Eggplant",1,24,"Solanaceae"
"92","PEIN","Eggplant",2,0,"Solanaceae"
"93","PEIN","Eggplant",3,11,"Solanaceae"
"94","PEIN","Eggplant",4,0,"Solanaceae"
"95","PEIN","Eggplant",5,0,"Solanaceae"
"96","PEIN","Eggplant",6,0,"Solanaceae"
"97","PEIN","Eggplant",7,259,"Solanaceae"
"98","PEIN","Eggplant",8,17,"Solanaceae"
"99","PEIN","Eggplant",9,250,"Solanaceae"
"100","PEIN","Eggplant",10,0,"Solanaceae"
"101","PEIN","CROSS",1,189,"other"
"102","PEIN","CROSS",3,169,"other"
"103","PEIN","CROSS",4,283,"other"
"104","PEIN","CROSS",5,294,"other"
