"","Species","Treatment","Treatment.number","Seed.production","Family"
"105","PEIN","CROSS",6,277,"other"
"106","PEIN","CROSS",8,325,"other"
"107","PEIN","CROSS",10,310,"other"
"108","PEIN","CROSS",11,278,"other"
"109","PEIN","CROSS",12,0,"other"
"110","PEIN","CROSS",13,0,"other"
"111","PEIN","CROSS",14,362,"other"
"112","PEIN","CROSS",15,321,"other"
"113","PEIN","CROSS",16,231,"other"
"114","PEIN","CROSS",17,0,"other"
"115","PEIN","CROSS",18,318,"other"
"116","PEIN","CROSS",19,257,"other"
"117","PEIN","CROSS",20,299,"other"
"118","PEIN","SELF",1,107,"other"
"119","PEIN","SELF",2,144,"other"
"120","PEIN","SELF",3,10,"other"
"121","PEIN","SELF",4,0,"other"
"122","PEIN","SELF",5,54,"other"
"123","PEIN","SELF",6,13,"other"
"124","PEIN","SELF",7,32,"other"
"125","PEIN","SELF",8,74,"other"
"126","PEIN","SELF",9,13,"other"
"127","PEIN","SELF",10,98,"other"
"128","PEIN","CONTROL",1,0,"other"
"129","PEIN","CONTROL",2,0,"other"
"130","PEIN","CONTROL",3,0,"other"
"131","PEIN","CONTROL",4,0,"other"
"132","PEIN","CONTROL",5,0,"other"
"133","PEIN","CONTROL",6,0,"other"
"134","PEIN","CONTROL",7,0,"other"
"135","PEIN","CONTROL",8,0,"other"
"136","PEIN","CONTROL",9,0,"other"
"137","PEIN","CONTROL",10,0,"other"
"138","PEIN","FLOWER CONTROL",1,0,"other"
"139","PEIN","FLOWER CONTROL",2,0,"other"
"140","PEIN","FLOWER CONTROL",3,0,"other"
"141","PEIN","FLOWER CONTROL",4,0,"other"
"142","PEIN","FLOWER CONTROL",5,0,"other"
"143","PEIN","FLOWER CONTROL",6,0,"other"
"144","PEIN","FLOWER CONTROL",7,0,"other"
"145","PEIN","FLOWER CONTROL",8,0,"other"
"146","PEIN","FLOWER CONTROL",9,0,"other"
"147","PEIN","FLOWER CONTROL",10,0,"other"
