"","Species","Treatment","Treatment_number","Seed_set","Scale_seed"
"674","BRRA","IPPU 50%",7,0,-0.341293346546095
"684","BRRA","IPPU 50%",8,2,0.128511692217974
"694","BRRA","IPPU 50%",9,0,-0.341293346546095
"704","BRRA","IPPU 50%",10,0,-0.341293346546095
"816","BRRA","SIAL 50%",1,0,-0.341293346546095
"824","BRRA","SIAL 50%",2,0,-0.341293346546095
"834","BRRA","SIAL 50%",3,0,-0.341293346546095
"844","BRRA","SIAL 50%",4,0,-0.341293346546095
"854","BRRA","SIAL 50%",5,0,-0.341293346546095
"864","BRRA","SIAL 50%",6,0,-0.341293346546095
"874","BRRA","SIAL 50%",7,0,-0.341293346546095
"884","BRRA","SIAL 50%",8,0,-0.341293346546095
"894","BRRA","SIAL 50%",9,0,-0.341293346546095
"904","BRRA","SIAL 50%",10,0,-0.341293346546095
"1016","BRRA","SOLY 50%",1,15,3.18224444418442
"1024","BRRA","SOLY 50%",2,0,-0.341293346546095
"1034","BRRA","SOLY 50%",3,0,-0.341293346546095
"1044","BRRA","SOLY 50%",4,0,-0.341293346546095
"1054","BRRA","SOLY 50%",5,1,-0.10639082716406
"1064","BRRA","SOLY 50%",6,0,-0.341293346546095
"1074","BRRA","SOLY 50%",7,3,0.363414211600008
"1084","BRRA","SOLY 50%",8,0,-0.341293346546095
"1094","BRRA","SOLY 50%",9,0,-0.341293346546095
"1104","BRRA","SOLY 50%",10,0,-0.341293346546095
"1214","BRRA","CAAN 50%",1,21,4.59165956047662
"1224","BRRA","CAAN 50%",2,5,0.833219250364077
"1234","BRRA","CAAN 50%",3,0,-0.341293346546095
"1244","BRRA","CAAN 50%",4,4,0.598316730982042
"1254","BRRA","CAAN 50%",5,4,0.598316730982042
"1264","BRRA","CAAN 50%",6,3,0.363414211600008
"1274","BRRA","CAAN 50%",7,0,-0.341293346546095
"1284","BRRA","CAAN 50%",8,0,-0.341293346546095
"1294","BRRA","CAAN 50%",9,0,-0.341293346546095
"1304","BRRA","CAAN 50%",10,0,-0.341293346546095
"1413","BRRA","ERSA 50%",1,0,-0.341293346546095
"1422","BRRA","ERSA 50%",2,0,-0.341293346546095
"1432","BRRA","ERSA 50%",3,0,-0.341293346546095
"1442","BRRA","ERSA 50%",4,0,-0.341293346546095
"1452","BRRA","ERSA 50%",5,0,-0.341293346546095
"1462","BRRA","ERSA 50%",6,0,-0.341293346546095
"1472","BRRA","ERSA 50%",7,0,-0.341293346546095
"1482","BRRA","ERSA 50%",8,0,-0.341293346546095
"1492","BRRA","ERSA 50%",9,0,-0.341293346546095
"1502","BRRA","ERSA 50%",10,0,-0.341293346546095
"1613","BRRA","IPAQ 50%",1,0,-0.341293346546095
"1623","BRRA","IPAQ 50%",2,12,2.47753688603832
"1633","BRRA","IPAQ 50%",3,0,-0.341293346546095
"1643","BRRA","IPAQ 50%",4,0,-0.341293346546095
"1653","BRRA","IPAQ 50%",5,0,-0.341293346546095
"1663","BRRA","IPAQ 50%",6,0,-0.341293346546095
"1673","BRRA","IPAQ 50%",7,0,-0.341293346546095
"1683","BRRA","IPAQ 50%",8,0,-0.341293346546095
"1693","BRRA","IPAQ 50%",9,6,1.06812176974611
"1703","BRRA","IPAQ 50%",10,0,-0.341293346546095
"194","SIAL","SOLY 50%",1,7,2.65100304100525
"216","SIAL","SOLY 50%",2,0,-0.561069880433055
"314","SIAL","SOLY 50%",3,1,-0.102202320227583
"417","SIAL","SOLY 50%",4,5,1.73326792059431
"513","SIAL","SOLY 50%",5,5,1.73326792059431
"617","SIAL","SOLY 50%",6,3,0.815532800183363
"713","SIAL","SOLY 50%",7,4,1.27440036038884
"817","SIAL","SOLY 50%",8,4,1.27440036038884
"913","SIAL","SOLY 50%",9,4,1.27440036038884
"1017","SIAL","SOLY 50%",10,4,1.27440036038884
"217","SIAL","PEIN 50%",1,6,2.19213548079978
"224","SIAL","PEIN 50%",2,4,1.27440036038884
"234","SIAL","PEIN 50%",3,4,1.27440036038884
"244","SIAL","PEIN 50%",4,5,1.73326792059431
"254","SIAL","PEIN 50%",5,5,1.73326792059431
"264","SIAL","PEIN 50%",6,4,1.27440036038884
"274","SIAL","PEIN 50%",7,0,-0.561069880433055
"284","SIAL","PEIN 50%",8,0,-0.561069880433055
"294","SIAL","PEIN 50%",9,4,1.27440036038884
"304","SIAL","PEIN 50%",10,5,1.73326792059431
"418","SIAL","CAAN 50%",1,7,2.65100304100525
"425","SIAL","CAAN 50%",2,6,2.19213548079978
"435","SIAL","CAAN 50%",3,2,0.35666523997789
"445","SIAL","CAAN 50%",4,4,1.27440036038884
"455","SIAL","CAAN 50%",5,5,1.73326792059431
"465","SIAL","CAAN 50%",6,0,-0.561069880433055
"475","SIAL","CAAN 50%",7,6,2.19213548079978
"485","SIAL","CAAN 50%",8,5,1.73326792059431
"495","SIAL","CAAN 50%",9,4,1.27440036038884
"505","SIAL","CAAN 50%",10,5,1.73326792059431
"618","SIAL","IPPU 50%",1,0,-0.561069880433055
"625","SIAL","IPPU 50%",2,0,-0.561069880433055
"635","SIAL","IPPU 50%",3,0,-0.561069880433055
"645","SIAL","IPPU 50%",4,0,-0.561069880433055
"655","SIAL","IPPU 50%",5,5,1.73326792059431
"665","SIAL","IPPU 50%",6,0,-0.561069880433055
"675","SIAL","IPPU 50%",7,0,-0.561069880433055
"685","SIAL","IPPU 50%",8,0,-0.561069880433055
"695","SIAL","IPPU 50%",9,0,-0.561069880433055
"705","SIAL","IPPU 50%",10,0,-0.561069880433055
"818","SIAL","SOME 50%",1,0,-0.561069880433055
"825","SIAL","SOME 50%",2,7,2.65100304100525
"835","SIAL","SOME 50%",3,0,-0.561069880433055
"845","SIAL","SOME 50%",4,0,-0.561069880433055
"855","SIAL","SOME 50%",5,7,2.65100304100525
"865","SIAL","SOME 50%",6,5,1.73326792059431
"875","SIAL","SOME 50%",7,4,1.27440036038884
"885","SIAL","SOME 50%",8,5,1.73326792059431
"895","SIAL","SOME 50%",9,4,1.27440036038884
"905","SIAL","SOME 50%",10,0,-0.561069880433055
"1018","SIAL","BROL 50%",1,0,-0.561069880433055
"1025","SIAL","BROL 50%",2,2,0.35666523997789
"1035","SIAL","BROL 50%",3,0,-0.561069880433055
"1045","SIAL","BROL 50%",4,0,-0.561069880433055
"1055","SIAL","BROL 50%",5,0,-0.561069880433055
"1065","SIAL","BROL 50%",6,0,-0.561069880433055
"1075","SIAL","BROL 50%",7,0,-0.561069880433055
"1085","SIAL","BROL 50%",8,0,-0.561069880433055
"1095","SIAL","BROL 50%",9,2,0.35666523997789
"1105","SIAL","BROL 50%",10,6,2.19213548079978
"1215","SIAL","BRRA 50%",1,0,-0.561069880433055
"1225","SIAL","BRRA 50%",2,0,-0.561069880433055
"1235","SIAL","BRRA 50%",3,0,-0.561069880433055
"1245","SIAL","BRRA 50%",4,0,-0.561069880433055
"1255","SIAL","BRRA 50%",5,0,-0.561069880433055
"1265","SIAL","BRRA 50%",6,0,-0.561069880433055
"1275","SIAL","BRRA 50%",7,0,-0.561069880433055
"1285","SIAL","BRRA 50%",8,0,-0.561069880433055
"1295","SIAL","BRRA 50%",9,0,-0.561069880433055
"1305","SIAL","BRRA 50%",10,0,-0.561069880433055
"1512","SIAL","ERSA 50%",1,0,-0.561069880433055
"1522","SIAL","ERSA 50%",2,0,-0.561069880433055
"1532","SIAL","ERSA 50%",3,0,-0.561069880433055
"1542","SIAL","ERSA 50%",4,0,-0.561069880433055
"1552","SIAL","ERSA 50%",5,0,-0.561069880433055
"1562","SIAL","ERSA 50%",6,0,-0.561069880433055
"1572","SIAL","ERSA 50%",7,6,2.19213548079978
"1582","SIAL","ERSA 50%",8,4,1.27440036038884
"1592","SIAL","ERSA 50%",9,0,-0.561069880433055
"1602","SIAL","ERSA 50%",10,0,-0.561069880433055
"195","BROL","SOLY 50%",1,0,-0.3194098122678
"218","BROL","SOLY 50%",2,2,0.271668843886136
"315","BROL","SOLY 50%",3,0,-0.3194098122678
"419","BROL","SOLY 50%",4,0,-0.3194098122678
"514","BROL","SOLY 50%",5,4,0.862747500040072
"619","BROL","SOLY 50%",6,0,-0.3194098122678
"714","BROL","SOLY 50%",7,1,-0.023870484190832
"819","BROL","SOLY 50%",8,0,-0.3194098122678
"914","BROL","SOLY 50%",9,2,0.271668843886136
"1019","BROL","SOLY 50%",10,1,-0.023870484190832
"219","BROL","CAAN 50%",1,7,1.74936548427098
"225","BROL","CAAN 50%",2,12,3.22706212465582
"235","BROL","CAAN 50%",3,8,2.04490481234794
"245","BROL","CAAN 50%",4,6,1.45382615619401
"255","BROL","CAAN 50%",5,1,-0.023870484190832
"265","BROL","CAAN 50%",6,0,-0.3194098122678
"275","BROL","CAAN 50%",7,0,-0.3194098122678
"285","BROL","CAAN 50%",8,0,-0.3194098122678
"295","BROL","CAAN 50%",9,0,-0.3194098122678
"305","BROL","CAAN 50%",10,5,1.15828682811704
"4110","BROL","IPPU 50%",1,0,-0.3194098122678
"426","BROL","IPPU 50%",2,0,-0.3194098122678
"436","BROL","IPPU 50%",3,0,-0.3194098122678
"446","BROL","IPPU 50%",4,0,-0.3194098122678
"456","BROL","IPPU 50%",5,0,-0.3194098122678
"466","BROL","IPPU 50%",6,0,-0.3194098122678
"476","BROL","IPPU 50%",7,0,-0.3194098122678
"486","BROL","IPPU 50%",8,0,-0.3194098122678
"496","BROL","IPPU 50%",9,0,-0.3194098122678
"506","BROL","IPPU 50%",10,0,-0.3194098122678
"6110","BROL","PEIN 50%",1,5,1.15828682811704
"626","BROL","PEIN 50%",2,5,1.15828682811704
"636","BROL","PEIN 50%",3,0,-0.3194098122678
"646","BROL","PEIN 50%",4,0,-0.3194098122678
"656","BROL","PEIN 50%",5,0,-0.3194098122678
"666","BROL","PEIN 50%",6,0,-0.3194098122678
"676","BROL","PEIN 50%",7,0,-0.3194098122678
"686","BROL","PEIN 50%",8,0,-0.3194098122678
"696","BROL","PEIN 50%",9,0,-0.3194098122678
"706","BROL","PEIN 50%",10,0,-0.3194098122678
"8110","BROL","SIAL 50%",1,0,-0.3194098122678
"826","BROL","SIAL 50%",2,0,-0.3194098122678
"836","BROL","SIAL 50%",3,1,-0.023870484190832
"846","BROL","SIAL 50%",4,0,-0.3194098122678
"856","BROL","SIAL 50%",5,2,0.271668843886136
"866","BROL","SIAL 50%",6,2,0.271668843886136
"876","BROL","SIAL 50%",7,1,-0.023870484190832
"886","BROL","SIAL 50%",8,1,-0.023870484190832
"896","BROL","SIAL 50%",9,0,-0.3194098122678
"906","BROL","SIAL 50%",10,0,-0.3194098122678
"10110","BROL","SOME 50%",1,3,0.567208171963104
"1026","BROL","SOME 50%",2,0,-0.3194098122678
"1036","BROL","SOME 50%",3,2,0.271668843886136
"1046","BROL","SOME 50%",4,0,-0.3194098122678
"1056","BROL","SOME 50%",5,1,-0.023870484190832
"1066","BROL","SOME 50%",6,0,-0.3194098122678
"1076","BROL","SOME 50%",7,0,-0.3194098122678
"1086","BROL","SOME 50%",8,0,-0.3194098122678
"1096","BROL","SOME 50%",9,1,-0.023870484190832
"1106","BROL","SOME 50%",10,0,-0.3194098122678
"1414","BROL","BRRA 50%",1,0,-0.3194098122678
"1423","BROL","BRRA 50%",2,0,-0.3194098122678
"1433","BROL","BRRA 50%",3,0,-0.3194098122678
"1443","BROL","BRRA 50%",4,0,-0.3194098122678
"1453","BROL","BRRA 50%",5,0,-0.3194098122678
"1463","BROL","BRRA 50%",6,13,3.52260145273279
"1473","BROL","BRRA 50%",7,1,-0.023870484190832
"1483","BROL","BRRA 50%",8,18,5.00029809311763
"1493","BROL","BRRA 50%",9,0,-0.3194098122678
"1503","BROL","BRRA 50%",10,0,-0.3194098122678
"1614","BROL","IPAQ 50%",1,0,-0.3194098122678
"1624","BROL","IPAQ 50%",2,0,-0.3194098122678
"1634","BROL","IPAQ 50%",3,0,-0.3194098122678
"1644","BROL","IPAQ 50%",4,0,-0.3194098122678
"1654","BROL","IPAQ 50%",5,0,-0.3194098122678
"1664","BROL","IPAQ 50%",6,0,-0.3194098122678
"1674","BROL","IPAQ 50%",7,0,-0.3194098122678
"1684","BROL","IPAQ 50%",8,0,-0.3194098122678
"1694","BROL","IPAQ 50%",9,0,-0.3194098122678
"1704","BROL","IPAQ 50%",10,0,-0.3194098122678
"1712","BROL","IPAQ 50%",1,0,-0.3194098122678
"1722","BROL","IPAQ 50%",2,0,-0.3194098122678
"1732","BROL","IPAQ 50%",3,0,-0.3194098122678
"1742","BROL","IPAQ 50%",4,0,-0.3194098122678
"1752","BROL","IPAQ 50%",5,4,0.862747500040072
"1762","BROL","IPAQ 50%",6,0,-0.3194098122678
"1772","BROL","IPAQ 50%",7,0,-0.3194098122678
"1782","BROL","IPAQ 50%",8,0,-0.3194098122678
"1792","BROL","IPAQ 50%",9,0,-0.3194098122678
"1802","BROL","IPAQ 50%",10,0,-0.3194098122678
"1811","BROL","ERSA 50%",1,0,-0.3194098122678
"1821","BROL","ERSA 50%",2,0,-0.3194098122678
"1831","BROL","ERSA 50%",3,0,-0.3194098122678
"1841","BROL","ERSA 50%",4,1,-0.023870484190832
"1851","BROL","ERSA 50%",5,0,-0.3194098122678
"1861","BROL","ERSA 50%",6,0,-0.3194098122678
"1871","BROL","ERSA 50%",7,0,-0.3194098122678
"1881","BROL","ERSA 50%",8,0,-0.3194098122678
"1891","BROL","ERSA 50%",9,0,-0.3194098122678
"1901","BROL","ERSA 50%",10,0,-0.3194098122678
"196","IPPU","SOLY 50%",1,0,-0.467816992441621
"220","IPPU","SOLY 50%",2,0,-0.467816992441621
"316","IPPU","SOLY 50%",3,0,-0.467816992441621
"420","IPPU","SOLY 50%",4,0,-0.467816992441621
"515","IPPU","SOLY 50%",5,0,-0.467816992441621
"620","IPPU","SOLY 50%",6,0,-0.467816992441621
"715","IPPU","SOLY 50%",7,0,-0.467816992441621
"820","IPPU","SOLY 50%",8,0,-0.467816992441621
"915","IPPU","SOLY 50%",9,0,-0.467816992441621
"1020","IPPU","SOLY 50%",10,0,-0.467816992441621
"2110","IPPU","PEIN 50%",1,0,-0.467816992441621
"226","IPPU","PEIN 50%",2,0,-0.467816992441621
"236","IPPU","PEIN 50%",3,0,-0.467816992441621
"246","IPPU","PEIN 50%",4,0,-0.467816992441621
"256","IPPU","PEIN 50%",5,0,-0.467816992441621
"266","IPPU","PEIN 50%",6,5,2.29760365253348
"276","IPPU","PEIN 50%",7,6,2.8506877815285
"286","IPPU","PEIN 50%",8,0,-0.467816992441621
"296","IPPU","PEIN 50%",9,1,0.085267136553399
"306","IPPU","PEIN 50%",10,0,-0.467816992441621
"4111","IPPU","CAAN 50%",1,0,-0.467816992441621
"427","IPPU","CAAN 50%",2,0,-0.467816992441621
"437","IPPU","CAAN 50%",3,0,-0.467816992441621
"447","IPPU","CAAN 50%",4,0,-0.467816992441621
"457","IPPU","CAAN 50%",5,0,-0.467816992441621
"467","IPPU","CAAN 50%",6,0,-0.467816992441621
"477","IPPU","CAAN 50%",7,0,-0.467816992441621
"487","IPPU","CAAN 50%",8,0,-0.467816992441621
"497","IPPU","CAAN 50%",9,0,-0.467816992441621
"507","IPPU","CAAN 50%",10,0,-0.467816992441621
"6111","IPPU","SOME 50%",1,3,1.19143539454344
"627","IPPU","SOME 50%",2,0,-0.467816992441621
"637","IPPU","SOME 50%",3,0,-0.467816992441621
"647","IPPU","SOME 50%",4,6,2.8506877815285
"657","IPPU","SOME 50%",5,0,-0.467816992441621
"667","IPPU","SOME 50%",6,0,-0.467816992441621
"677","IPPU","SOME 50%",7,5,2.29760365253348
"687","IPPU","SOME 50%",8,0,-0.467816992441621
"697","IPPU","SOME 50%",9,1,0.085267136553399
"707","IPPU","SOME 50%",10,0,-0.467816992441621
"8111","IPPU","SIAL 50%",1,0,-0.467816992441621
"827","IPPU","SIAL 50%",2,0,-0.467816992441621
"837","IPPU","SIAL 50%",3,0,-0.467816992441621
"847","IPPU","SIAL 50%",4,2,0.638351265548419
"857","IPPU","SIAL 50%",5,2,0.638351265548419
"867","IPPU","SIAL 50%",6,4,1.74451952353846
"877","IPPU","SIAL 50%",7,2,0.638351265548419
"887","IPPU","SIAL 50%",8,0,-0.467816992441621
"897","IPPU","SIAL 50%",9,0,-0.467816992441621
"907","IPPU","SIAL 50%",10,0,-0.467816992441621
"10111","IPPU","BROL 50%",1,6,2.8506877815285
"1027","IPPU","BROL 50%",2,4,1.74451952353846
"1037","IPPU","BROL 50%",3,3,1.19143539454344
"1047","IPPU","BROL 50%",4,4,1.74451952353846
"1057","IPPU","BROL 50%",5,0,-0.467816992441621
"1067","IPPU","BROL 50%",6,0,-0.467816992441621
"1077","IPPU","BROL 50%",7,5,2.29760365253348
"1087","IPPU","BROL 50%",8,0,-0.467816992441621
"1097","IPPU","BROL 50%",9,6,2.8506877815285
"1107","IPPU","BROL 50%",10,4,1.74451952353846
"1216","IPPU","BRRA 50%",1,0,-0.467816992441621
"1226","IPPU","BRRA 50%",2,2,0.638351265548419
"1236","IPPU","BRRA 50%",3,1,0.085267136553399
"1246","IPPU","BRRA 50%",4,1,0.085267136553399
"1256","IPPU","BRRA 50%",5,0,-0.467816992441621
"1266","IPPU","BRRA 50%",6,0,-0.467816992441621
"1276","IPPU","BRRA 50%",7,4,1.74451952353846
"1286","IPPU","BRRA 50%",8,0,-0.467816992441621
"1296","IPPU","BRRA 50%",9,0,-0.467816992441621
"1306","IPPU","BRRA 50%",10,0,-0.467816992441621
"1415","IPPU","ERSA 50%",1,1,0.085267136553399
"1424","IPPU","ERSA 50%",2,0,-0.467816992441621
"1434","IPPU","ERSA 50%",3,0,-0.467816992441621
"1444","IPPU","ERSA 50%",4,0,-0.467816992441621
"1454","IPPU","ERSA 50%",5,0,-0.467816992441621
"1464","IPPU","ERSA 50%",6,0,-0.467816992441621
"1474","IPPU","ERSA 50%",7,0,-0.467816992441621
"1484","IPPU","ERSA 50%",8,0,-0.467816992441621
"1494","IPPU","ERSA 50%",9,0,-0.467816992441621
"1504","IPPU","ERSA 50%",10,0,-0.467816992441621
"1615","IPPU","IPAQ 50%",1,0,-0.467816992441621
"1625","IPPU","IPAQ 50%",2,0,-0.467816992441621
"1635","IPPU","IPAQ 50%",3,6,2.8506877815285
"1645","IPPU","IPAQ 50%",4,4,1.74451952353846
"1655","IPPU","IPAQ 50%",5,0,-0.467816992441621
"1665","IPPU","IPAQ 50%",6,3,1.19143539454344
"1675","IPPU","IPAQ 50%",7,5,2.29760365253348
"1685","IPPU","IPAQ 50%",8,5,2.29760365253348
"1695","IPPU","IPAQ 50%",9,5,2.29760365253348
"1705","IPPU","IPAQ 50%",10,6,2.8506877815285
"197","IPAQ","SOLY 50%",1,0,-0.264464499643915
"227","IPAQ","SOLY 50%",2,2,2.75798692485797
"317","IPAQ","SOLY 50%",3,0,-0.264464499643915
"428","IPAQ","SOLY 50%",4,0,-0.264464499643915
"516","IPAQ","SOLY 50%",5,0,-0.264464499643915
"628","IPAQ","SOLY 50%",6,0,-0.264464499643915
"716","IPAQ","SOLY 50%",7,0,-0.264464499643915
"828","IPAQ","SOLY 50%",8,0,-0.264464499643915
"916","IPAQ","SOLY 50%",9,0,-0.264464499643915
"1028","IPAQ","SOLY 50%",10,0,-0.264464499643915
"2111","IPAQ","PEIN 50%",1,0,-0.264464499643915
"228","IPAQ","PEIN 50%",2,3,4.26921263710891
"237","IPAQ","PEIN 50%",3,0,-0.264464499643915
"247","IPAQ","PEIN 50%",4,0,-0.264464499643915
"257","IPAQ","PEIN 50%",5,0,-0.264464499643915
"267","IPAQ","PEIN 50%",6,0,-0.264464499643915
"277","IPAQ","PEIN 50%",7,1,1.24676121260703
"287","IPAQ","PEIN 50%",8,0,-0.264464499643915
"297","IPAQ","PEIN 50%",9,0,-0.264464499643915
"307","IPAQ","PEIN 50%",10,0,-0.264464499643915
"4112","IPAQ","CAAN 50%",1,0,-0.264464499643915
"429","IPAQ","CAAN 50%",2,0,-0.264464499643915
"438","IPAQ","CAAN 50%",3,0,-0.264464499643915
"448","IPAQ","CAAN 50%",4,0,-0.264464499643915
"458","IPAQ","CAAN 50%",5,0,-0.264464499643915
"468","IPAQ","CAAN 50%",6,0,-0.264464499643915
"478","IPAQ","CAAN 50%",7,0,-0.264464499643915
"488","IPAQ","CAAN 50%",8,0,-0.264464499643915
"498","IPAQ","CAAN 50%",9,0,-0.264464499643915
"508","IPAQ","CAAN 50%",10,0,-0.264464499643915
"6112","IPAQ","SOME 50%",1,0,-0.264464499643915
"629","IPAQ","SOME 50%",2,0,-0.264464499643915
"638","IPAQ","SOME 50%",3,0,-0.264464499643915
"648","IPAQ","SOME 50%",4,0,-0.264464499643915
"658","IPAQ","SOME 50%",5,0,-0.264464499643915
"668","IPAQ","SOME 50%",6,0,-0.264464499643915
"678","IPAQ","SOME 50%",7,0,-0.264464499643915
"688","IPAQ","SOME 50%",8,0,-0.264464499643915
"698","IPAQ","SOME 50%",9,0,-0.264464499643915
"708","IPAQ","SOME 50%",10,0,-0.264464499643915
"8112","IPAQ","SIAL 50%",1,0,-0.264464499643915
"829","IPAQ","SIAL 50%",2,0,-0.264464499643915
"838","IPAQ","SIAL 50%",3,0,-0.264464499643915
"848","IPAQ","SIAL 50%",4,0,-0.264464499643915
"858","IPAQ","SIAL 50%",5,0,-0.264464499643915
"868","IPAQ","SIAL 50%",6,0,-0.264464499643915
"878","IPAQ","SIAL 50%",7,0,-0.264464499643915
"888","IPAQ","SIAL 50%",8,0,-0.264464499643915
"898","IPAQ","SIAL 50%",9,0,-0.264464499643915
"908","IPAQ","SIAL 50%",10,0,-0.264464499643915
"10112","IPAQ","BROL 50%",1,0,-0.264464499643915
"1029","IPAQ","BROL 50%",2,0,-0.264464499643915
"1038","IPAQ","BROL 50%",3,0,-0.264464499643915
"1048","IPAQ","BROL 50%",4,0,-0.264464499643915
"1058","IPAQ","BROL 50%",5,0,-0.264464499643915
"1068","IPAQ","BROL 50%",6,0,-0.264464499643915
"1078","IPAQ","BROL 50%",7,0,-0.264464499643915
"1088","IPAQ","BROL 50%",8,0,-0.264464499643915
"1098","IPAQ","BROL 50%",9,0,-0.264464499643915
"1108","IPAQ","BROL 50%",10,0,-0.264464499643915
"1217","IPAQ","BRRA 50%",1,0,-0.264464499643915
"1227","IPAQ","BRRA 50%",2,0,-0.264464499643915
"1237","IPAQ","BRRA 50%",3,0,-0.264464499643915
"1247","IPAQ","BRRA 50%",4,0,-0.264464499643915
"1257","IPAQ","BRRA 50%",5,0,-0.264464499643915
"1267","IPAQ","BRRA 50%",6,0,-0.264464499643915
"1277","IPAQ","BRRA 50%",7,0,-0.264464499643915
"1287","IPAQ","BRRA 50%",8,0,-0.264464499643915
"1297","IPAQ","BRRA 50%",9,0,-0.264464499643915
"1307","IPAQ","BRRA 50%",10,0,-0.264464499643915
"1416","IPAQ","ERSA 50%",1,0,-0.264464499643915
"1425","IPAQ","ERSA 50%",2,0,-0.264464499643915
"1435","IPAQ","ERSA 50%",3,0,-0.264464499643915
"1445","IPAQ","ERSA 50%",4,0,-0.264464499643915
"1455","IPAQ","ERSA 50%",5,0,-0.264464499643915
"1465","IPAQ","ERSA 50%",6,0,-0.264464499643915
"1475","IPAQ","ERSA 50%",7,0,-0.264464499643915
"1485","IPAQ","ERSA 50%",8,0,-0.264464499643915
"1495","IPAQ","ERSA 50%",9,0,-0.264464499643915
"1505","IPAQ","ERSA 50%",10,0,-0.264464499643915
"1616","IPAQ","IPPU 50%",1,0,-0.264464499643915
"1626","IPAQ","IPPU 50%",2,0,-0.264464499643915
"1636","IPAQ","IPPU 50%",3,0,-0.264464499643915
"1646","IPAQ","IPPU 50%",4,0,-0.264464499643915
"1656","IPAQ","IPPU 50%",5,0,-0.264464499643915
"1666","IPAQ","IPPU 50%",6,0,-0.264464499643915
"1676","IPAQ","IPPU 50%",7,0,-0.264464499643915
"1686","IPAQ","IPPU 50%",8,0,-0.264464499643915
"1696","IPAQ","IPPU 50%",9,0,-0.264464499643915
"1706","IPAQ","IPPU 50%",10,0,-0.264464499643915
