"","Species","Treatment","Treatment.number","Seed.production","Family"
"57","PEIN","Ipomoea purpurea",7,0,"Convolvulaceae"
"58","PEIN","Ipomoea purpurea",8,0,"Convolvulaceae"
"59","PEIN","Ipomoea purpurea",9,61,"Convolvulaceae"
"60","PEIN","Ipomoea purpurea",10,0,"Convolvulaceae"
"61","PEIN","Capsicum annuum",1,298,"Solanaceae"
"62","PEIN","Capsicum annuum",2,234,"Solanaceae"
"63","PEIN","Capsicum annuum",3,341,"Solanaceae"
"64","PEIN","Capsicum annuum",4,274,"Solanaceae"
"65","PEIN","Capsicum annuum",5,244,"Solanaceae"
"66","PEIN","Capsicum annuum",6,196,"Solanaceae"
"67","PEIN","Capsicum annuum",7,182,"Solanaceae"
"68","PEIN","Capsicum annuum",8,199,"Solanaceae"
"69","PEIN","Capsicum annuum",9,196,"Solanaceae"
"70","PEIN","Capsicum annuum",10,134,"Solanaceae"
"71","PEIN","Petunia integrifolia",1,NA,"Solanaceae"
"72","PEIN","Petunia integrifolia",2,NA,"Solanaceae"
"73","PEIN","Petunia integrifolia",3,NA,"Solanaceae"
"74","PEIN","Petunia integrifolia",4,NA,"Solanaceae"
"75","PEIN","Petunia integrifolia",5,NA,"Solanaceae"
"76","PEIN","Petunia integrifolia",6,NA,"Solanaceae"
"77","PEIN","Petunia integrifolia",7,NA,"Solanaceae"
"78","PEIN","Petunia integrifolia",8,NA,"Solanaceae"
"79","PEIN","Petunia integrifolia",9,NA,"Solanaceae"
"80","PEIN","Petunia integrifolia",10,NA,"Solanaceae"
"81","PEIN","Solanum lycopersicum",1,0,"Solanaceae"
"82","PEIN","Solanum lycopersicum",2,0,"Solanaceae"
"83","PEIN","Solanum lycopersicum",3,0,"Solanaceae"
"84","PEIN","Solanum lycopersicum",4,94,"Solanaceae"
"85","PEIN","Solanum lycopersicum",5,12,"Solanaceae"
"86","PEIN","Solanum lycopersicum",6,0,"Solanaceae"
"87","PEIN","Solanum lycopersicum",7,81,"Solanaceae"
"88","PEIN","Solanum lycopersicum",8,0,"Solanaceae"
"89","PEIN","Solanum lycopersicum",9,241,"Solanaceae"
"90","PEIN","Solanum lycopersicum",10,184,"Solanaceae"
"91","PEIN","Solanum melongena",1,24,"Solanaceae"
"92","PEIN","Solanum melongena",2,0,"Solanaceae"
"93","PEIN","Solanum melongena",3,11,"Solanaceae"
"94","PEIN","Solanum melongena",4,0,"Solanaceae"
"95","PEIN","Solanum melongena",5,0,"Solanaceae"
"96","PEIN","Solanum melongena",6,0,"Solanaceae"
"97","PEIN","Solanum melongena",7,259,"Solanaceae"
"98","PEIN","Solanum melongena",8,17,"Solanaceae"
"99","PEIN","Solanum melongena",9,250,"Solanaceae"
"100","PEIN","Solanum melongena",10,0,"Solanaceae"
"101","PEIN","CROSS",1,189,"other"
"102","PEIN","CROSS",3,169,"other"
"103","PEIN","CROSS",4,283,"other"
"104","PEIN","CROSS",5,294,"other"
"105","PEIN","CROSS",6,277,"other"
"106","PEIN","CROSS",8,325,"other"
"107","PEIN","CROSS",10,310,"other"
"108","PEIN","CROSS",11,278,"other"
"109","PEIN","CROSS",12,0,"other"
"110","PEIN","CROSS",13,0,"other"
"111","PEIN","CROSS",14,362,"other"
"112","PEIN","CROSS",15,321,"other"
"113","PEIN","CROSS",16,231,"other"
"114","PEIN","CROSS",17,0,"other"
"115","PEIN","CROSS",18,318,"other"
"116","PEIN","CROSS",19,257,"other"
"117","PEIN","CROSS",20,299,"other"
"118","PEIN","SELF",1,107,"other"
"119","PEIN","SELF",2,144,"other"
"120","PEIN","SELF",3,10,"other"
"121","PEIN","SELF",4,0,"other"
"122","PEIN","SELF",5,54,"other"
"123","PEIN","SELF",6,13,"other"
"124","PEIN","SELF",7,32,"other"
"125","PEIN","SELF",8,74,"other"
"126","PEIN","SELF",9,13,"other"
"127","PEIN","SELF",10,98,"other"
"128","PEIN","CONTROL",1,0,"other"
"129","PEIN","CONTROL",2,0,"other"
"130","PEIN","CONTROL",3,0,"other"
"131","PEIN","CONTROL",4,0,"other"
"132","PEIN","CONTROL",5,0,"other"
"133","PEIN","CONTROL",6,0,"other"
"134","PEIN","CONTROL",7,0,"other"
"135","PEIN","CONTROL",8,0,"other"
"136","PEIN","CONTROL",9,0,"other"
"137","PEIN","CONTROL",10,0,"other"
"138","PEIN","FLOWER CONTROL",1,0,"other"
"139","PEIN","FLOWER CONTROL",2,0,"other"
"140","PEIN","FLOWER CONTROL",3,0,"other"
"141","PEIN","FLOWER CONTROL",4,0,"other"
"142","PEIN","FLOWER CONTROL",5,0,"other"
"143","PEIN","FLOWER CONTROL",6,0,"other"
"144","PEIN","FLOWER CONTROL",7,0,"other"
"145","PEIN","FLOWER CONTROL",8,0,"other"
"146","PEIN","FLOWER CONTROL",9,0,"other"
"147","PEIN","FLOWER CONTROL",10,0,"other"
