"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","BRRA","Brassica oleracea",1,11,"Brassicaceae"
"2","BRRA","Brassica oleracea",2,13,"Brassicaceae"
"3","BRRA","Brassica oleracea",3,10,"Brassicaceae"
"4","BRRA","Brassica oleracea",4,21,"Brassicaceae"
"5","BRRA","Brassica oleracea",5,0,"Brassicaceae"
"6","BRRA","Brassica oleracea",6,3,"Brassicaceae"
"7","BRRA","Brassica oleracea",7,7,"Brassicaceae"
"8","BRRA","Brassica oleracea",8,12,"Brassicaceae"
"9","BRRA","Brassica oleracea",9,4,"Brassicaceae"
"10","BRRA","Brassica oleracea",10,0,"Brassicaceae"
"11","BRRA","Brassica rapa",1,NA,"Brassicaceae"
"12","BRRA","Brassica rapa",2,NA,"Brassicaceae"
"13","BRRA","Brassica rapa",3,NA,"Brassicaceae"
"14","BRRA","Brassica rapa",4,NA,"Brassicaceae"
"15","BRRA","Brassica rapa",5,NA,"Brassicaceae"
"16","BRRA","Brassica rapa",6,NA,"Brassicaceae"
"17","BRRA","Brassica rapa",7,NA,"Brassicaceae"
"18","BRRA","Brassica rapa",8,NA,"Brassicaceae"
"19","BRRA","Brassica rapa",9,NA,"Brassicaceae"
"20","BRRA","Brassica rapa",10,NA,"Brassicaceae"
"21","BRRA","Eruca vesicaria",1,0,"Brassicaceae"
"22","BRRA","Eruca vesicaria",2,0,"Brassicaceae"
"23","BRRA","Eruca vesicaria",3,0,"Brassicaceae"
"24","BRRA","Eruca vesicaria",4,0,"Brassicaceae"
"25","BRRA","Eruca vesicaria",5,0,"Brassicaceae"
"26","BRRA","Eruca vesicaria",6,0,"Brassicaceae"
"27","BRRA","Eruca vesicaria",7,0,"Brassicaceae"
"28","BRRA","Eruca vesicaria",8,0,"Brassicaceae"
"29","BRRA","Eruca vesicaria",9,0,"Brassicaceae"
"30","BRRA","Eruca vesicaria",10,0,"Brassicaceae"
"31","BRRA","Sinapis alba",1,0,"Brassicaceae"
"32","BRRA","Sinapis alba",2,0,"Brassicaceae"
"33","BRRA","Sinapis alba",3,0,"Brassicaceae"
"34","BRRA","Sinapis alba",4,0,"Brassicaceae"
"35","BRRA","Sinapis alba",5,0,"Brassicaceae"
"36","BRRA","Sinapis alba",6,0,"Brassicaceae"
"37","BRRA","Sinapis alba",7,0,"Brassicaceae"
"38","BRRA","Sinapis alba",8,0,"Brassicaceae"
"39","BRRA","Sinapis alba",9,0,"Brassicaceae"
"40","BRRA","Sinapis alba",10,0,"Brassicaceae"
"41","BRRA","Ipomoea aquatica",1,0,"Convolvulaceae"
"42","BRRA","Ipomoea aquatica",2,12,"Convolvulaceae"
"43","BRRA","Ipomoea aquatica",3,0,"Convolvulaceae"
"44","BRRA","Ipomoea aquatica",4,0,"Convolvulaceae"
"45","BRRA","Ipomoea aquatica",5,0,"Convolvulaceae"
"46","BRRA","Ipomoea aquatica",6,0,"Convolvulaceae"
"47","BRRA","Ipomoea aquatica",7,0,"Convolvulaceae"
"48","BRRA","Ipomoea aquatica",8,0,"Convolvulaceae"
"49","BRRA","Ipomoea aquatica",9,6,"Convolvulaceae"
"50","BRRA","Ipomoea aquatica",10,0,"Convolvulaceae"
"51","BRRA","Ipomoea purpurea",1,0,"Convolvulaceae"
"52","BRRA","Ipomoea purpurea",2,0,"Convolvulaceae"
"53","BRRA","Ipomoea purpurea",3,0,"Convolvulaceae"
"54","BRRA","Ipomoea purpurea",4,0,"Convolvulaceae"
"55","BRRA","Ipomoea purpurea",5,0,"Convolvulaceae"
"56","BRRA","Ipomoea purpurea",6,0,"Convolvulaceae"
"57","BRRA","Ipomoea purpurea",7,0,"Convolvulaceae"
"58","BRRA","Ipomoea purpurea",8,2,"Convolvulaceae"
"59","BRRA","Ipomoea purpurea",9,0,"Convolvulaceae"
"60","BRRA","Ipomoea purpurea",10,0,"Convolvulaceae"
"61","BRRA","Capsicum annuum",1,21,"Solanaceae"
"62","BRRA","Capsicum annuum",2,5,"Solanaceae"
"63","BRRA","Capsicum annuum",3,0,"Solanaceae"
"64","BRRA","Capsicum annuum",4,4,"Solanaceae"
"65","BRRA","Capsicum annuum",5,4,"Solanaceae"
"66","BRRA","Capsicum annuum",6,3,"Solanaceae"
"67","BRRA","Capsicum annuum",7,0,"Solanaceae"
"68","BRRA","Capsicum annuum",8,0,"Solanaceae"
"69","BRRA","Capsicum annuum",9,0,"Solanaceae"
"70","BRRA","Capsicum annuum",10,0,"Solanaceae"
"71","BRRA","Petunia integrifolia",1,0,"Solanaceae"
"72","BRRA","Petunia integrifolia",2,0,"Solanaceae"
"73","BRRA","Petunia integrifolia",3,0,"Solanaceae"
"74","BRRA","Petunia integrifolia",4,0,"Solanaceae"
"75","BRRA","Petunia integrifolia",5,0,"Solanaceae"
"76","BRRA","Petunia integrifolia",6,0,"Solanaceae"
"77","BRRA","Petunia integrifolia",7,0,"Solanaceae"
"78","BRRA","Petunia integrifolia",8,0,"Solanaceae"
"79","BRRA","Petunia integrifolia",9,0,"Solanaceae"
"80","BRRA","Petunia integrifolia",10,0,"Solanaceae"
"81","BRRA","Solanum lycopersicum",1,15,"Solanaceae"
"82","BRRA","Solanum lycopersicum",2,0,"Solanaceae"
"83","BRRA","Solanum lycopersicum",3,0,"Solanaceae"
"84","BRRA","Solanum lycopersicum",4,0,"Solanaceae"
"85","BRRA","Solanum lycopersicum",5,1,"Solanaceae"
"86","BRRA","Solanum lycopersicum",6,0,"Solanaceae"
"87","BRRA","Solanum lycopersicum",7,3,"Solanaceae"
"88","BRRA","Solanum lycopersicum",8,0,"Solanaceae"
"89","BRRA","Solanum lycopersicum",9,0,"Solanaceae"
"90","BRRA","Solanum lycopersicum",10,0,"Solanaceae"
"91","BRRA","Solanum melongena",1,0,"Solanaceae"
"92","BRRA","Solanum melongena",2,0,"Solanaceae"
"93","BRRA","Solanum melongena",3,0,"Solanaceae"
"94","BRRA","Solanum melongena",4,0,"Solanaceae"
"95","BRRA","Solanum melongena",5,0,"Solanaceae"
"96","BRRA","Solanum melongena",6,0,"Solanaceae"
"97","BRRA","Solanum melongena",7,0,"Solanaceae"
"98","BRRA","Solanum melongena",8,0,"Solanaceae"
"99","BRRA","Solanum melongena",9,0,"Solanaceae"
"100","BRRA","Solanum melongena",10,0,"Solanaceae"
"101","BRRA","Cross",1,18,"other"
"102","BRRA","Cross",2,18,"other"
"103","BRRA","Cross",3,19,"other"
"104","BRRA","Cross",4,16,"other"
"105","BRRA","Cross",5,17,"other"
"106","BRRA","Cross",6,6,"other"
"107","BRRA","Cross",7,3,"other"
"108","BRRA","Cross",8,5,"other"
"109","BRRA","Cross",9,4,"other"
"110","BRRA","Cross",10,5,"other"
"111","BRRA","Cross",11,20,"other"
"112","BRRA","Cross",12,16,"other"
"113","BRRA","Cross",13,5,"other"
"114","BRRA","Self",1,0,"other"
"115","BRRA","Self",2,0,"other"
"116","BRRA","Self",3,0,"other"
"117","BRRA","Self",4,0,"other"
"118","BRRA","Self",5,0,"other"
"119","BRRA","Self",6,0,"other"
"120","BRRA","Self",7,0,"other"
