"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","BRRA","BROL 100%",1,2,"Brassicaceae"
"2","BRRA","BROL 100%",2,13,"Brassicaceae"
"3","BRRA","BROL 100%",3,0,"Brassicaceae"
"4","BRRA","BROL 100%",4,0,"Brassicaceae"
"5","BRRA","BROL 100%",5,0,"Brassicaceae"
"6","BRRA","BROL 100%",6,0,"Brassicaceae"
"7","BRRA","BROL 100%",7,0,"Brassicaceae"
"8","BRRA","BROL 100%",8,0,"Brassicaceae"
"9","BRRA","BROL 100%",9,0,"Brassicaceae"
"10","BRRA","BROL 100%",10,0,"Brassicaceae"
"11","BRRA","BRRA 100%",1,NA,"Brassicaceae"
"12","BRRA","BRRA 100%",2,NA,"Brassicaceae"
"13","BRRA","BRRA 100%",3,NA,"Brassicaceae"
"14","BRRA","BRRA 100%",4,NA,"Brassicaceae"
"15","BRRA","BRRA 100%",5,NA,"Brassicaceae"
"16","BRRA","BRRA 100%",6,NA,"Brassicaceae"
"17","BRRA","BRRA 100%",7,NA,"Brassicaceae"
"18","BRRA","BRRA 100%",8,NA,"Brassicaceae"
"19","BRRA","BRRA 100%",9,NA,"Brassicaceae"
"20","BRRA","BRRA 100%",10,NA,"Brassicaceae"
"21","BRRA","ERSA 100%",1,0,"Brassicaceae"
"22","BRRA","ERSA 100%",2,0,"Brassicaceae"
"23","BRRA","ERSA 100%",3,0,"Brassicaceae"
"24","BRRA","ERSA 100%",4,0,"Brassicaceae"
"25","BRRA","ERSA 100%",5,0,"Brassicaceae"
"26","BRRA","ERSA 100%",6,0,"Brassicaceae"
"27","BRRA","ERSA 100%",7,0,"Brassicaceae"
"28","BRRA","ERSA 100%",8,0,"Brassicaceae"
"29","BRRA","ERSA 100%",9,0,"Brassicaceae"
"30","BRRA","ERSA 100%",10,0,"Brassicaceae"
"31","BRRA","SIAL 100%",1,0,"Brassicaceae"
"32","BRRA","SIAL 100%",2,0,"Brassicaceae"
"33","BRRA","SIAL 100%",3,0,"Brassicaceae"
"34","BRRA","SIAL 100%",4,0,"Brassicaceae"
"35","BRRA","SIAL 100%",5,0,"Brassicaceae"
"36","BRRA","SIAL 100%",6,0,"Brassicaceae"
"37","BRRA","SIAL 100%",7,0,"Brassicaceae"
"38","BRRA","SIAL 100%",8,0,"Brassicaceae"
"39","BRRA","SIAL 100%",9,0,"Brassicaceae"
"40","BRRA","SIAL 100%",10,0,"Brassicaceae"
"41","BRRA","IPAQ 100%",1,0,"Convolvulaceae"
"42","BRRA","IPAQ 100%",2,0,"Convolvulaceae"
"43","BRRA","IPAQ 100%",3,0,"Convolvulaceae"
"44","BRRA","IPAQ 100%",4,0,"Convolvulaceae"
"45","BRRA","IPAQ 100%",5,0,"Convolvulaceae"
"46","BRRA","IPAQ 100%",6,0,"Convolvulaceae"
"47","BRRA","IPAQ 100%",7,0,"Convolvulaceae"
"48","BRRA","IPAQ 100%",8,0,"Convolvulaceae"
"49","BRRA","IPAQ 100%",9,0,"Convolvulaceae"
"50","BRRA","IPAQ 100%",10,0,"Convolvulaceae"
"51","BRRA","IPPU 100%",1,0,"Convolvulaceae"
"52","BRRA","IPPU 100%",2,0,"Convolvulaceae"
"53","BRRA","IPPU 100%",3,0,"Convolvulaceae"
"54","BRRA","IPPU 100%",4,0,"Convolvulaceae"
"55","BRRA","IPPU 100%",5,0,"Convolvulaceae"
"56","BRRA","IPPU 100%",6,0,"Convolvulaceae"
"57","BRRA","IPPU 100%",7,0,"Convolvulaceae"
"58","BRRA","IPPU 100%",8,0,"Convolvulaceae"
"59","BRRA","IPPU 100%",9,0,"Convolvulaceae"
"60","BRRA","IPPU 100%",10,0,"Convolvulaceae"
"61","BRRA","CAAN 100%",1,0,"Solanaceae"
"62","BRRA","CAAN 100%",2,0,"Solanaceae"
"63","BRRA","CAAN 100%",3,0,"Solanaceae"
"64","BRRA","CAAN 100%",4,0,"Solanaceae"
"65","BRRA","CAAN 100%",5,0,"Solanaceae"
"66","BRRA","CAAN 100%",6,0,"Solanaceae"
"67","BRRA","CAAN 100%",7,0,"Solanaceae"
"68","BRRA","CAAN 100%",8,0,"Solanaceae"
"69","BRRA","CAAN 100%",9,0,"Solanaceae"
"70","BRRA","CAAN 100%",10,0,"Solanaceae"
"71","BRRA","PEIN 100%",1,0,"Solanaceae"
"72","BRRA","PEIN 100%",2,0,"Solanaceae"
"73","BRRA","PEIN 100%",3,0,"Solanaceae"
"74","BRRA","PEIN 100%",4,0,"Solanaceae"
"75","BRRA","PEIN 100%",5,0,"Solanaceae"
"76","BRRA","PEIN 100%",6,0,"Solanaceae"
"77","BRRA","PEIN 100%",7,0,"Solanaceae"
"78","BRRA","PEIN 100%",8,0,"Solanaceae"
"79","BRRA","PEIN 100%",9,0,"Solanaceae"
"80","BRRA","PEIN 100%",10,0,"Solanaceae"
