"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","SOLY","Cross",1,107,"other"
"2","SOLY","Cross",2,92,"other"
"3","SOLY","Cross",3,92,"other"
"4","SOLY","Cross",4,92,"other"
"5","SOLY","Cross",5,96,"other"
"6","SOLY","Cross",6,59,"other"
"7","SOLY","Cross",7,71,"other"
"8","SOLY","Cross",8,79,"other"
"9","SOLY","Cross",9,66,"other"
"10","SOLY","Cross",10,107,"other"
"11","SOLY","Cross",11,93,"other"
"12","SOLY","Cross",12,38,"other"
"13","SOLY","Cross",13,121,"other"
"14","SOLY","Cross",14,44,"other"
"15","SOLY","Cross",15,90,"other"
"16","SOLY","Cross",16,64,"other"
"17","SOLY","Cross",17,53,"other"
"18","SOLY","Cross",18,98,"other"
"19","SOLY","Cross",19,108,"other"
"20","SOLY","Cross",20,93,"other"
"21","SOLY","Self",1,0,"other"
"22","SOLY","Self",2,6,"other"
"23","SOLY","Self",3,0,"other"
"24","SOLY","Self",4,81,"other"
"25","SOLY","Self",5,4,"other"
"26","SOLY","Self",6,44,"other"
"27","SOLY","Self",7,113,"other"
"28","SOLY","Self",8,64,"other"
"29","SOLY","Self",9,0,"other"
"30","SOLY","Self",10,88,"other"
"31","SOLY","Control",1,0,"other"
"32","SOLY","Control",2,0,"other"
"33","SOLY","Control",3,0,"other"
"34","SOLY","Control",4,0,"other"
"35","SOLY","Control",5,0,"other"
"36","SOLY","Control",6,0,"other"
"37","SOLY","Control",7,0,"other"
"38","SOLY","Control",8,0,"other"
"39","SOLY","Control",9,0,"other"
"40","SOLY","Control",10,0,"other"
"41","SOLY","Control",11,0,"other"
"42","SOLY","Flower control",1,66,"other"
"43","SOLY","Flower control",2,72,"other"
"44","SOLY","Flower control",3,33,"other"
"45","SOLY","Flower control",4,81,"other"
"46","SOLY","Flower control",5,64,"other"
"47","SOLY","Flower control",6,85,"other"
"48","SOLY","Flower control",7,0,"other"
"49","SOLY","Flower control",8,84,"other"
"50","SOLY","Flower control",9,53,"other"
"51","SOLY","Flower control",10,106,"other"
