"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","IPAQ","Wild cabbage",1,0,"Brassicaceae"
"2","IPAQ","Wild cabbage",2,0,"Brassicaceae"
"3","IPAQ","Wild cabbage",3,0,"Brassicaceae"
"4","IPAQ","Wild cabbage",4,0,"Brassicaceae"
"5","IPAQ","Wild cabbage",5,0,"Brassicaceae"
"6","IPAQ","Wild cabbage",6,0,"Brassicaceae"
"7","IPAQ","Wild cabbage",7,0,"Brassicaceae"
"8","IPAQ","Wild cabbage",8,0,"Brassicaceae"
"9","IPAQ","Wild cabbage",9,0,"Brassicaceae"
"10","IPAQ","Wild cabbage",10,0,"Brassicaceae"
"11","IPAQ","Pak choi",1,0,"Brassicaceae"
"12","IPAQ","Pak choi",2,0,"Brassicaceae"
"13","IPAQ","Pak choi",3,0,"Brassicaceae"
"14","IPAQ","Pak choi",4,0,"Brassicaceae"
"15","IPAQ","Pak choi",5,0,"Brassicaceae"
"16","IPAQ","Pak choi",6,0,"Brassicaceae"
"17","IPAQ","Pak choi",7,0,"Brassicaceae"
"18","IPAQ","Pak choi",8,0,"Brassicaceae"
"19","IPAQ","Pak choi",9,0,"Brassicaceae"
"20","IPAQ","Pak choi",10,0,"Brassicaceae"
"21","IPAQ","Rocket",1,0,"Brassicaceae"
"22","IPAQ","Rocket",2,0,"Brassicaceae"
"23","IPAQ","Rocket",3,0,"Brassicaceae"
"24","IPAQ","Rocket",4,0,"Brassicaceae"
"25","IPAQ","Rocket",5,0,"Brassicaceae"
"26","IPAQ","Rocket",6,0,"Brassicaceae"
"27","IPAQ","Rocket",7,0,"Brassicaceae"
"28","IPAQ","Rocket",8,0,"Brassicaceae"
"29","IPAQ","Rocket",9,0,"Brassicaceae"
"30","IPAQ","Rocket",10,0,"Brassicaceae"
"31","IPAQ","White mustard",1,0,"Brassicaceae"
"32","IPAQ","White mustard",2,0,"Brassicaceae"
"33","IPAQ","White mustard",3,0,"Brassicaceae"
"34","IPAQ","White mustard",4,0,"Brassicaceae"
"35","IPAQ","White mustard",5,0,"Brassicaceae"
"36","IPAQ","White mustard",6,0,"Brassicaceae"
"37","IPAQ","White mustard",7,0,"Brassicaceae"
"38","IPAQ","White mustard",8,0,"Brassicaceae"
"39","IPAQ","White mustard",9,0,"Brassicaceae"
"40","IPAQ","White mustard",10,0,"Brassicaceae"
"41","IPAQ","Water morning glory",1,0,"Convolvulaceae"
"42","IPAQ","Water morning glory",2,0,"Convolvulaceae"
"43","IPAQ","Water morning glory",3,0,"Convolvulaceae"
"44","IPAQ","Water morning glory",4,0,"Convolvulaceae"
"45","IPAQ","Water morning glory",5,0,"Convolvulaceae"
"46","IPAQ","Water morning glory",6,0,"Convolvulaceae"
"47","IPAQ","Water morning glory",7,0,"Convolvulaceae"
"48","IPAQ","Water morning glory",8,0,"Convolvulaceae"
"49","IPAQ","Water morning glory",9,0,"Convolvulaceae"
"50","IPAQ","Water morning glory",10,0,"Convolvulaceae"
"51","IPAQ","Morning glory",1,0,"Convolvulaceae"
"52","IPAQ","Morning glory",2,0,"Convolvulaceae"
"53","IPAQ","Morning glory",3,0,"Convolvulaceae"
"54","IPAQ","Morning glory",4,0,"Convolvulaceae"
"55","IPAQ","Morning glory",5,0,"Convolvulaceae"
"56","IPAQ","Morning glory",6,0,"Convolvulaceae"
"57","IPAQ","Morning glory",7,0,"Convolvulaceae"
"58","IPAQ","Morning glory",8,0,"Convolvulaceae"
"59","IPAQ","Morning glory",9,0,"Convolvulaceae"
"60","IPAQ","Morning glory",10,0,"Convolvulaceae"
"61","IPAQ","Capsicum",1,0,"Solanaceae"
"62","IPAQ","Capsicum",2,0,"Solanaceae"
"63","IPAQ","Capsicum",3,0,"Solanaceae"
"64","IPAQ","Capsicum",4,0,"Solanaceae"
"65","IPAQ","Capsicum",5,0,"Solanaceae"
"66","IPAQ","Capsicum",6,0,"Solanaceae"
"67","IPAQ","Capsicum",7,0,"Solanaceae"
"68","IPAQ","Capsicum",8,0,"Solanaceae"
"69","IPAQ","Capsicum",9,0,"Solanaceae"
"70","IPAQ","Capsicum",10,0,"Solanaceae"
"71","IPAQ","Petunia",1,0,"Solanaceae"
"72","IPAQ","Petunia",2,3,"Solanaceae"
