"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","PEIN","BROL 100%",1,0,"Brassicaceae"
"2","PEIN","BROL 100%",2,0,"Brassicaceae"
"3","PEIN","BROL 100%",3,0,"Brassicaceae"
"4","PEIN","BROL 100%",4,0,"Brassicaceae"
"5","PEIN","BROL 100%",5,0,"Brassicaceae"
"6","PEIN","BROL 100%",6,0,"Brassicaceae"
"7","PEIN","BROL 100%",7,0,"Brassicaceae"
"8","PEIN","BROL 100%",8,0,"Brassicaceae"
"9","PEIN","BROL 100%",9,0,"Brassicaceae"
"10","PEIN","BROL 100%",10,0,"Brassicaceae"
"11","PEIN","BRRA 100%",1,0,"Brassicaceae"
"12","PEIN","BRRA 100%",2,0,"Brassicaceae"
"13","PEIN","BRRA 100%",3,0,"Brassicaceae"
"14","PEIN","BRRA 100%",4,0,"Brassicaceae"
"15","PEIN","BRRA 100%",5,0,"Brassicaceae"
"16","PEIN","BRRA 100%",6,0,"Brassicaceae"
"17","PEIN","BRRA 100%",7,0,"Brassicaceae"
"18","PEIN","BRRA 100%",8,0,"Brassicaceae"
"19","PEIN","BRRA 100%",9,0,"Brassicaceae"
"20","PEIN","BRRA 100%",10,0,"Brassicaceae"
"21","PEIN","ERSA 100%",1,0,"Brassicaceae"
"22","PEIN","ERSA 100%",2,0,"Brassicaceae"
"23","PEIN","ERSA 100%",3,0,"Brassicaceae"
"24","PEIN","ERSA 100%",4,0,"Brassicaceae"
"25","PEIN","ERSA 100%",5,0,"Brassicaceae"
"26","PEIN","ERSA 100%",6,0,"Brassicaceae"
"27","PEIN","ERSA 100%",7,0,"Brassicaceae"
"28","PEIN","ERSA 100%",8,0,"Brassicaceae"
"29","PEIN","ERSA 100%",9,0,"Brassicaceae"
"30","PEIN","ERSA 100%",10,0,"Brassicaceae"
"31","PEIN","SIAL 100%",1,0,"Brassicaceae"
"32","PEIN","SIAL 100%",2,0,"Brassicaceae"
"33","PEIN","SIAL 100%",3,0,"Brassicaceae"
"34","PEIN","SIAL 100%",4,0,"Brassicaceae"
"35","PEIN","SIAL 100%",5,0,"Brassicaceae"
"36","PEIN","SIAL 100%",6,0,"Brassicaceae"
"37","PEIN","SIAL 100%",7,0,"Brassicaceae"
"38","PEIN","SIAL 100%",8,0,"Brassicaceae"
"39","PEIN","SIAL 100%",9,0,"Brassicaceae"
"40","PEIN","SIAL 100%",10,0,"Brassicaceae"
