"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","CAAN","Brassica oleracea",1,0,"Brassicaceae"
"2","CAAN","Brassica oleracea",2,53,"Brassicaceae"
"3","CAAN","Brassica oleracea",3,28,"Brassicaceae"
"4","CAAN","Brassica oleracea",4,39,"Brassicaceae"
"5","CAAN","Brassica oleracea",5,7,"Brassicaceae"
"6","CAAN","Brassica oleracea",6,26,"Brassicaceae"
"7","CAAN","Brassica oleracea",7,15,"Brassicaceae"
"8","CAAN","Brassica oleracea",8,121,"Brassicaceae"
"9","CAAN","Brassica oleracea",9,49,"Brassicaceae"
"10","CAAN","Brassica oleracea",10,0,"Brassicaceae"
"11","CAAN","Brassica rapa",1,0,"Brassicaceae"
"12","CAAN","Brassica rapa",2,58,"Brassicaceae"
"13","CAAN","Brassica rapa",3,93,"Brassicaceae"
"14","CAAN","Brassica rapa",4,13,"Brassicaceae"
"15","CAAN","Brassica rapa",5,0,"Brassicaceae"
"16","CAAN","Brassica rapa",6,0,"Brassicaceae"
"17","CAAN","Brassica rapa",7,19,"Brassicaceae"
"18","CAAN","Brassica rapa",8,25,"Brassicaceae"
"19","CAAN","Brassica rapa",9,27,"Brassicaceae"
"20","CAAN","Brassica rapa",10,0,"Brassicaceae"
"21","CAAN","Eruca vesicaria",1,167,"Brassicaceae"
"22","CAAN","Eruca vesicaria",2,29,"Brassicaceae"
"23","CAAN","Eruca vesicaria",3,132,"Brassicaceae"
"24","CAAN","Eruca vesicaria",4,201,"Brassicaceae"
"25","CAAN","Eruca vesicaria",5,239,"Brassicaceae"
"26","CAAN","Eruca vesicaria",6,118,"Brassicaceae"
"27","CAAN","Eruca vesicaria",7,0,"Brassicaceae"
"28","CAAN","Eruca vesicaria",8,14,"Brassicaceae"
"29","CAAN","Eruca vesicaria",9,153,"Brassicaceae"
"30","CAAN","Eruca vesicaria",10,17,"Brassicaceae"
"31","CAAN","Sinapis alba",1,289,"Brassicaceae"
"32","CAAN","Sinapis alba",2,0,"Brassicaceae"
"33","CAAN","Sinapis alba",3,0,"Brassicaceae"
"34","CAAN","Sinapis alba",4,0,"Brassicaceae"
"35","CAAN","Sinapis alba",5,0,"Brassicaceae"
"36","CAAN","Sinapis alba",6,0,"Brassicaceae"
"37","CAAN","Sinapis alba",7,0,"Brassicaceae"
"38","CAAN","Sinapis alba",8,0,"Brassicaceae"
"39","CAAN","Sinapis alba",9,0,"Brassicaceae"
"40","CAAN","Sinapis alba",10,48,"Brassicaceae"
"41","CAAN","Ipomoea aquatica",1,30,"Convolvulaceae"
"42","CAAN","Ipomoea aquatica",2,24,"Convolvulaceae"
"43","CAAN","Ipomoea aquatica",3,9,"Convolvulaceae"
"44","CAAN","Ipomoea aquatica",4,86,"Convolvulaceae"
"45","CAAN","Ipomoea aquatica",5,85,"Convolvulaceae"
"46","CAAN","Ipomoea aquatica",6,9,"Convolvulaceae"
"47","CAAN","Ipomoea aquatica",7,94,"Convolvulaceae"
"48","CAAN","Ipomoea aquatica",8,10,"Convolvulaceae"
"49","CAAN","Ipomoea aquatica",9,4,"Convolvulaceae"
"50","CAAN","Ipomoea aquatica",10,33,"Convolvulaceae"
"51","CAAN","Ipomoea purpurea",1,0,"Convolvulaceae"
"52","CAAN","Ipomoea purpurea",2,0,"Convolvulaceae"
"53","CAAN","Ipomoea purpurea",3,18,"Convolvulaceae"
"54","CAAN","Ipomoea purpurea",4,0,"Convolvulaceae"
"55","CAAN","Ipomoea purpurea",5,0,"Convolvulaceae"
"56","CAAN","Ipomoea purpurea",6,0,"Convolvulaceae"
