"","Species","Treatment","Treatment_number","Seed_set","Scale_seed"
"1108","BROL","PEIN 50%",10,0,-0.3194098122678
"1217","BROL","SIAL 50%",1,0,-0.3194098122678
"1223","BROL","SIAL 50%",2,0,-0.3194098122678
"1233","BROL","SIAL 50%",3,1,-0.023870484190832
"1244","BROL","SIAL 50%",4,0,-0.3194098122678
"1253","BROL","SIAL 50%",5,2,0.271668843886136
"1263","BROL","SIAL 50%",6,2,0.271668843886136
"1273","BROL","SIAL 50%",7,1,-0.023870484190832
"1283","BROL","SIAL 50%",8,1,-0.023870484190832
"1293","BROL","SIAL 50%",9,0,-0.3194098122678
"1303","BROL","SIAL 50%",10,0,-0.3194098122678
"1417","BROL","SOME 50%",1,3,0.567208171963104
"1423","BROL","SOME 50%",2,0,-0.3194098122678
"1433","BROL","SOME 50%",3,2,0.271668843886136
"1443","BROL","SOME 50%",4,0,-0.3194098122678
"1453","BROL","SOME 50%",5,1,-0.023870484190832
"1463","BROL","SOME 50%",6,0,-0.3194098122678
"1473","BROL","SOME 50%",7,0,-0.3194098122678
"1483","BROL","SOME 50%",8,0,-0.3194098122678
"1493","BROL","SOME 50%",9,1,-0.023870484190832
"1503","BROL","SOME 50%",10,0,-0.3194098122678
"1818","BROL","BRRA 50%",1,0,-0.3194098122678
"1823","BROL","BRRA 50%",2,0,-0.3194098122678
"1833","BROL","BRRA 50%",3,0,-0.3194098122678
"1844","BROL","BRRA 50%",4,0,-0.3194098122678
"1854","BROL","BRRA 50%",5,0,-0.3194098122678
"1864","BROL","BRRA 50%",6,13,3.52260145273279
"1874","BROL","BRRA 50%",7,1,-0.023870484190832
"1884","BROL","BRRA 50%",8,18,5.00029809311763
"1894","BROL","BRRA 50%",9,0,-0.3194098122678
"1904","BROL","BRRA 50%",10,0,-0.3194098122678
"2019","BROL","IPAQ 50%",1,0,-0.3194098122678
"2023","BROL","IPAQ 50%",2,0,-0.3194098122678
"2033","BROL","IPAQ 50%",3,0,-0.3194098122678
"2044","BROL","IPAQ 50%",4,0,-0.3194098122678
"2054","BROL","IPAQ 50%",5,0,-0.3194098122678
"2064","BROL","IPAQ 50%",6,0,-0.3194098122678
"2074","BROL","IPAQ 50%",7,0,-0.3194098122678
"2084","BROL","IPAQ 50%",8,0,-0.3194098122678
"2094","BROL","IPAQ 50%",9,0,-0.3194098122678
"2105","BROL","IPAQ 50%",10,0,-0.3194098122678
"2118","BROL","IPAQ 50%",1,0,-0.3194098122678
"2123","BROL","IPAQ 50%",2,0,-0.3194098122678
"2133","BROL","IPAQ 50%",3,0,-0.3194098122678
"2142","BROL","IPAQ 50%",4,0,-0.3194098122678
"2152","BROL","IPAQ 50%",5,4,0.862747500040072
"2162","BROL","IPAQ 50%",6,0,-0.3194098122678
"2172","BROL","IPAQ 50%",7,0,-0.3194098122678
"2182","BROL","IPAQ 50%",8,0,-0.3194098122678
"2192","BROL","IPAQ 50%",9,0,-0.3194098122678
"2202","BROL","IPAQ 50%",10,0,-0.3194098122678
"2217","BROL","ERSA 50%",1,0,-0.3194098122678
"2222","BROL","ERSA 50%",2,0,-0.3194098122678
"2231","BROL","ERSA 50%",3,0,-0.3194098122678
"2241","BROL","ERSA 50%",4,1,-0.023870484190832
"2251","BROL","ERSA 50%",5,0,-0.3194098122678
"2261","BROL","ERSA 50%",6,0,-0.3194098122678
"2271","BROL","ERSA 50%",7,0,-0.3194098122678
"2281","BROL","ERSA 50%",8,0,-0.3194098122678
"2291","BROL","ERSA 50%",9,0,-0.3194098122678
"2301","BROL","ERSA 50%",10,0,-0.3194098122678
"1109","IPPU","cross",1,1,0.085267136553399
"259","IPPU","cross",2,2,0.638351265548419
"327","IPPU","cross",3,1,0.085267136553399
"420","IPPU","cross",4,2,0.638351265548419
"526","IPPU","cross",5,1,0.085267136553399
"619","IPPU","cross",6,6,2.8506877815285
"726","IPPU","cross",7,0,-0.467816992441621
"818","IPPU","cross",8,0,-0.467816992441621
"920","IPPU","cross",9,0,-0.467816992441621
"1018","IPPU","cross",10,6,2.8506877815285
"1120","IPPU","self",1,5,2.29760365253348
"1218","IPPU","self",2,4,1.74451952353846
"1320","IPPU","self",3,5,2.29760365253348
"1418","IPPU","self",4,5,2.29760365253348
"1520","IPPU","self",5,6,2.8506877815285
"1624","IPPU","self",6,6,2.8506877815285
"1718","IPPU","self",7,5,2.29760365253348
"1819","IPPU","self",8,6,2.8506877815285
"1920","IPPU","self",9,6,2.8506877815285
"2020","IPPU","self",10,4,1.74451952353846
"2119","IPPU","control",1,0,-0.467816992441621
"2218","IPPU","control",2,0,-0.467816992441621
"2316","IPPU","control",3,0,-0.467816992441621
"2413","IPPU","control",4,0,-0.467816992441621
"2510","IPPU","control",5,0,-0.467816992441621
"268","IPPU","control",6,0,-0.467816992441621
"278","IPPU","control",7,0,-0.467816992441621
"288","IPPU","control",8,0,-0.467816992441621
"298","IPPU","control",9,0,-0.467816992441621
"308","IPPU","control",10,0,-0.467816992441621
"3112","IPPU","flower control",1,3,1.19143539454344
"328","IPPU","flower control",2,2,0.638351265548419
"337","IPPU","flower control",3,3,1.19143539454344
"347","IPPU","flower control",4,0,-0.467816992441621
"357","IPPU","flower control",5,0,-0.467816992441621
"367","IPPU","flower control",6,0,-0.467816992441621
"377","IPPU","flower control",7,0,-0.467816992441621
"387","IPPU","flower control",8,0,-0.467816992441621
"397","IPPU","flower control",9,5,2.29760365253348
"407","IPPU","flower control",10,6,2.8506877815285
"4111","IPPU","SOLY 50%",1,0,-0.467816992441621
"425","IPPU","SOLY 50%",2,0,-0.467816992441621
"435","IPPU","SOLY 50%",3,0,-0.467816992441621
"445","IPPU","SOLY 50%",4,0,-0.467816992441621
"455","IPPU","SOLY 50%",5,0,-0.467816992441621
"465","IPPU","SOLY 50%",6,0,-0.467816992441621
"475","IPPU","SOLY 50%",7,0,-0.467816992441621
"485","IPPU","SOLY 50%",8,0,-0.467816992441621
"495","IPPU","SOLY 50%",9,0,-0.467816992441621
"505","IPPU","SOLY 50%",10,0,-0.467816992441621
"6110","IPPU","PEIN 50%",1,0,-0.467816992441621
"624","IPPU","PEIN 50%",2,0,-0.467816992441621
"633","IPPU","PEIN 50%",3,0,-0.467816992441621
"644","IPPU","PEIN 50%",4,0,-0.467816992441621
"654","IPPU","PEIN 50%",5,0,-0.467816992441621
"664","IPPU","PEIN 50%",6,5,2.29760365253348
"674","IPPU","PEIN 50%",7,6,2.8506877815285
"684","IPPU","PEIN 50%",8,0,-0.467816992441621
"694","IPPU","PEIN 50%",9,1,0.085267136553399
"704","IPPU","PEIN 50%",10,0,-0.467816992441621
"819","IPPU","CAAN 50%",1,0,-0.467816992441621
"824","IPPU","CAAN 50%",2,0,-0.467816992441621
"834","IPPU","CAAN 50%",3,0,-0.467816992441621
"844","IPPU","CAAN 50%",4,0,-0.467816992441621
"854","IPPU","CAAN 50%",5,0,-0.467816992441621
"864","IPPU","CAAN 50%",6,0,-0.467816992441621
"874","IPPU","CAAN 50%",7,0,-0.467816992441621
"884","IPPU","CAAN 50%",8,0,-0.467816992441621
"894","IPPU","CAAN 50%",9,0,-0.467816992441621
"904","IPPU","CAAN 50%",10,0,-0.467816992441621
"1019","IPPU","SOME 50%",1,3,1.19143539454344
"1024","IPPU","SOME 50%",2,0,-0.467816992441621
"1034","IPPU","SOME 50%",3,0,-0.467816992441621
"1044","IPPU","SOME 50%",4,6,2.8506877815285
"1054","IPPU","SOME 50%",5,0,-0.467816992441621
"1064","IPPU","SOME 50%",6,0,-0.467816992441621
"1074","IPPU","SOME 50%",7,5,2.29760365253348
"1084","IPPU","SOME 50%",8,0,-0.467816992441621
"1094","IPPU","SOME 50%",9,1,0.085267136553399
"11010","IPPU","SOME 50%",10,0,-0.467816992441621
"1219","IPPU","SIAL 50%",1,0,-0.467816992441621
"1224","IPPU","SIAL 50%",2,0,-0.467816992441621
"1234","IPPU","SIAL 50%",3,0,-0.467816992441621
"1245","IPPU","SIAL 50%",4,2,0.638351265548419
"1254","IPPU","SIAL 50%",5,2,0.638351265548419
"1264","IPPU","SIAL 50%",6,4,1.74451952353846
"1274","IPPU","SIAL 50%",7,2,0.638351265548419
"1284","IPPU","SIAL 50%",8,0,-0.467816992441621
"1294","IPPU","SIAL 50%",9,0,-0.467816992441621
"1304","IPPU","SIAL 50%",10,0,-0.467816992441621
"1419","IPPU","BROL 50%",1,6,2.8506877815285
"1424","IPPU","BROL 50%",2,4,1.74451952353846
"1434","IPPU","BROL 50%",3,3,1.19143539454344
"1444","IPPU","BROL 50%",4,4,1.74451952353846
"1454","IPPU","BROL 50%",5,0,-0.467816992441621
"1464","IPPU","BROL 50%",6,0,-0.467816992441621
"1474","IPPU","BROL 50%",7,5,2.29760365253348
"1484","IPPU","BROL 50%",8,0,-0.467816992441621
"1494","IPPU","BROL 50%",9,6,2.8506877815285
"1504","IPPU","BROL 50%",10,4,1.74451952353846
"16110","IPPU","BRRA 50%",1,0,-0.467816992441621
"1625","IPPU","BRRA 50%",2,2,0.638351265548419
"1634","IPPU","BRRA 50%",3,1,0.085267136553399
"1645","IPPU","BRRA 50%",4,1,0.085267136553399
"1655","IPPU","BRRA 50%",5,0,-0.467816992441621
"1665","IPPU","BRRA 50%",6,0,-0.467816992441621
"1675","IPPU","BRRA 50%",7,4,1.74451952353846
"1685","IPPU","BRRA 50%",8,0,-0.467816992441621
"1695","IPPU","BRRA 50%",9,0,-0.467816992441621
"1705","IPPU","BRRA 50%",10,0,-0.467816992441621
"18110","IPPU","ERSA 50%",1,1,0.085267136553399
"1824","IPPU","ERSA 50%",2,0,-0.467816992441621
"1834","IPPU","ERSA 50%",3,0,-0.467816992441621
"1845","IPPU","ERSA 50%",4,0,-0.467816992441621
"1855","IPPU","ERSA 50%",5,0,-0.467816992441621
"1865","IPPU","ERSA 50%",6,0,-0.467816992441621
"1875","IPPU","ERSA 50%",7,0,-0.467816992441621
"1885","IPPU","ERSA 50%",8,0,-0.467816992441621
"1895","IPPU","ERSA 50%",9,0,-0.467816992441621
"1905","IPPU","ERSA 50%",10,0,-0.467816992441621
"20110","IPPU","IPAQ 50%",1,0,-0.467816992441621
"2024","IPPU","IPAQ 50%",2,0,-0.467816992441621
"2034","IPPU","IPAQ 50%",3,6,2.8506877815285
"2045","IPPU","IPAQ 50%",4,4,1.74451952353846
"2055","IPPU","IPAQ 50%",5,0,-0.467816992441621
"2065","IPPU","IPAQ 50%",6,3,1.19143539454344
"2075","IPPU","IPAQ 50%",7,5,2.29760365253348
"2085","IPPU","IPAQ 50%",8,5,2.29760365253348
"2095","IPPU","IPAQ 50%",9,5,2.29760365253348
"2106","IPPU","IPAQ 50%",10,6,2.8506877815285
"1125","IPAQ","cross",1,2,2.75798692485797
"260","IPAQ","cross",2,3,4.26921263710891
"329","IPAQ","cross",3,0,-0.264464499643915
"426","IPAQ","cross",4,0,-0.264464499643915
"527","IPAQ","cross",5,3,4.26921263710891
"620","IPAQ","cross",6,1,1.24676121260703
"727","IPAQ","cross",7,0,-0.264464499643915
"820","IPAQ","cross",8,1,1.24676121260703
"925","IPAQ","cross",9,2,2.75798692485797
"1020","IPAQ","cross",10,4,5.78043834935986
"1126","IPAQ","self",1,0,-0.264464499643915
"1220","IPAQ","self",2,3,4.26921263710891
"1325","IPAQ","self",3,1,1.24676121260703
"1420","IPAQ","self",4,3,4.26921263710891
"1525","IPAQ","self",5,0,-0.264464499643915
"1626","IPAQ","self",6,2,2.75798692485797
"1719","IPAQ","self",7,2,2.75798692485797
"1820","IPAQ","self",8,1,1.24676121260703
"1923","IPAQ","self",9,0,-0.264464499643915
"2025","IPAQ","self",10,0,-0.264464499643915
"2120","IPAQ","control",1,0,-0.264464499643915
"2219","IPAQ","control",2,0,-0.264464499643915
"2317","IPAQ","control",3,0,-0.264464499643915
"2414","IPAQ","control",4,0,-0.264464499643915
"2511","IPAQ","control",5,0,-0.264464499643915
"269","IPAQ","control",6,0,-0.264464499643915
"279","IPAQ","control",7,0,-0.264464499643915
"289","IPAQ","control",8,0,-0.264464499643915
"299","IPAQ","control",9,0,-0.264464499643915
"309","IPAQ","control",10,0,-0.264464499643915
"3113","IPAQ","flower control",1,0,-0.264464499643915
"3210","IPAQ","flower control",2,0,-0.264464499643915
"338","IPAQ","flower control",3,0,-0.264464499643915
"348","IPAQ","flower control",4,3,4.26921263710891
"358","IPAQ","flower control",5,0,-0.264464499643915
"368","IPAQ","flower control",6,0,-0.264464499643915
"378","IPAQ","flower control",7,0,-0.264464499643915
"388","IPAQ","flower control",8,1,1.24676121260703
"398","IPAQ","flower control",9,4,5.78043834935986
"408","IPAQ","flower control",10,0,-0.264464499643915
"4112","IPAQ","SOLY 50%",1,0,-0.264464499643915
"427","IPAQ","SOLY 50%",2,2,2.75798692485797
"436","IPAQ","SOLY 50%",3,0,-0.264464499643915
"446","IPAQ","SOLY 50%",4,0,-0.264464499643915
"456","IPAQ","SOLY 50%",5,0,-0.264464499643915
"466","IPAQ","SOLY 50%",6,0,-0.264464499643915
"476","IPAQ","SOLY 50%",7,0,-0.264464499643915
"486","IPAQ","SOLY 50%",8,0,-0.264464499643915
"496","IPAQ","SOLY 50%",9,0,-0.264464499643915
"506","IPAQ","SOLY 50%",10,0,-0.264464499643915
"6111","IPAQ","PEIN 50%",1,0,-0.264464499643915
"625","IPAQ","PEIN 50%",2,3,4.26921263710891
"634","IPAQ","PEIN 50%",3,0,-0.264464499643915
"645","IPAQ","PEIN 50%",4,0,-0.264464499643915
"655","IPAQ","PEIN 50%",5,0,-0.264464499643915
"665","IPAQ","PEIN 50%",6,0,-0.264464499643915
"675","IPAQ","PEIN 50%",7,1,1.24676121260703
"685","IPAQ","PEIN 50%",8,0,-0.264464499643915
"695","IPAQ","PEIN 50%",9,0,-0.264464499643915
"705","IPAQ","PEIN 50%",10,0,-0.264464499643915
"8110","IPAQ","CAAN 50%",1,0,-0.264464499643915
"825","IPAQ","CAAN 50%",2,0,-0.264464499643915
"835","IPAQ","CAAN 50%",3,0,-0.264464499643915
"845","IPAQ","CAAN 50%",4,0,-0.264464499643915
"855","IPAQ","CAAN 50%",5,0,-0.264464499643915
"865","IPAQ","CAAN 50%",6,0,-0.264464499643915
"875","IPAQ","CAAN 50%",7,0,-0.264464499643915
"885","IPAQ","CAAN 50%",8,0,-0.264464499643915
"895","IPAQ","CAAN 50%",9,0,-0.264464499643915
"905","IPAQ","CAAN 50%",10,0,-0.264464499643915
"10110","IPAQ","SOME 50%",1,0,-0.264464499643915
"1025","IPAQ","SOME 50%",2,0,-0.264464499643915
"1035","IPAQ","SOME 50%",3,0,-0.264464499643915
"1045","IPAQ","SOME 50%",4,0,-0.264464499643915
"1055","IPAQ","SOME 50%",5,0,-0.264464499643915
"1065","IPAQ","SOME 50%",6,0,-0.264464499643915
"1075","IPAQ","SOME 50%",7,0,-0.264464499643915
"1085","IPAQ","SOME 50%",8,0,-0.264464499643915
"1095","IPAQ","SOME 50%",9,0,-0.264464499643915
"11011","IPAQ","SOME 50%",10,0,-0.264464499643915
"12110","IPAQ","SIAL 50%",1,0,-0.264464499643915
"1225","IPAQ","SIAL 50%",2,0,-0.264464499643915
"1235","IPAQ","SIAL 50%",3,0,-0.264464499643915
"1246","IPAQ","SIAL 50%",4,0,-0.264464499643915
"1255","IPAQ","SIAL 50%",5,0,-0.264464499643915
"1265","IPAQ","SIAL 50%",6,0,-0.264464499643915
"1275","IPAQ","SIAL 50%",7,0,-0.264464499643915
"1285","IPAQ","SIAL 50%",8,0,-0.264464499643915
"1295","IPAQ","SIAL 50%",9,0,-0.264464499643915
"1305","IPAQ","SIAL 50%",10,0,-0.264464499643915
"14110","IPAQ","BROL 50%",1,0,-0.264464499643915
"1425","IPAQ","BROL 50%",2,0,-0.264464499643915
"1435","IPAQ","BROL 50%",3,0,-0.264464499643915
"1445","IPAQ","BROL 50%",4,0,-0.264464499643915
"1455","IPAQ","BROL 50%",5,0,-0.264464499643915
"1465","IPAQ","BROL 50%",6,0,-0.264464499643915
"1475","IPAQ","BROL 50%",7,0,-0.264464499643915
"1485","IPAQ","BROL 50%",8,0,-0.264464499643915
"1495","IPAQ","BROL 50%",9,0,-0.264464499643915
"1505","IPAQ","BROL 50%",10,0,-0.264464499643915
"16111","IPAQ","BRRA 50%",1,0,-0.264464499643915
"1627","IPAQ","BRRA 50%",2,0,-0.264464499643915
"1635","IPAQ","BRRA 50%",3,0,-0.264464499643915
"1646","IPAQ","BRRA 50%",4,0,-0.264464499643915
"1656","IPAQ","BRRA 50%",5,0,-0.264464499643915
"1666","IPAQ","BRRA 50%",6,0,-0.264464499643915
"1676","IPAQ","BRRA 50%",7,0,-0.264464499643915
"1686","IPAQ","BRRA 50%",8,0,-0.264464499643915
"1696","IPAQ","BRRA 50%",9,0,-0.264464499643915
"1706","IPAQ","BRRA 50%",10,0,-0.264464499643915
"18111","IPAQ","ERSA 50%",1,0,-0.264464499643915
"1825","IPAQ","ERSA 50%",2,0,-0.264464499643915
"1835","IPAQ","ERSA 50%",3,0,-0.264464499643915
"1846","IPAQ","ERSA 50%",4,0,-0.264464499643915
"1856","IPAQ","ERSA 50%",5,0,-0.264464499643915
"1866","IPAQ","ERSA 50%",6,0,-0.264464499643915
"1876","IPAQ","ERSA 50%",7,0,-0.264464499643915
"1886","IPAQ","ERSA 50%",8,0,-0.264464499643915
"1896","IPAQ","ERSA 50%",9,0,-0.264464499643915
"1906","IPAQ","ERSA 50%",10,0,-0.264464499643915
"20111","IPAQ","IPPU 50%",1,0,-0.264464499643915
"2026","IPAQ","IPPU 50%",2,0,-0.264464499643915
"2035","IPAQ","IPPU 50%",3,0,-0.264464499643915
"2046","IPAQ","IPPU 50%",4,0,-0.264464499643915
"2056","IPAQ","IPPU 50%",5,0,-0.264464499643915
"2066","IPAQ","IPPU 50%",6,0,-0.264464499643915
"2076","IPAQ","IPPU 50%",7,0,-0.264464499643915
"2086","IPAQ","IPPU 50%",8,0,-0.264464499643915
"2096","IPAQ","IPPU 50%",9,0,-0.264464499643915
"2107","IPAQ","IPPU 50%",10,0,-0.264464499643915
