"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","SIAL","BROL 100%",1,7,"Brassicaceae"
"2","SIAL","BROL 100%",2,5,"Brassicaceae"
"3","SIAL","BROL 100%",3,7,"Brassicaceae"
"4","SIAL","BROL 100%",4,0,"Brassicaceae"
"5","SIAL","BROL 100%",5,0,"Brassicaceae"
"6","SIAL","BROL 100%",6,0,"Brassicaceae"
"7","SIAL","BROL 100%",7,0,"Brassicaceae"
"8","SIAL","BROL 100%",8,0,"Brassicaceae"
"9","SIAL","BROL 100%",9,0,"Brassicaceae"
"10","SIAL","BROL 100%",10,0,"Brassicaceae"
"11","SIAL","BRRA 100%",1,0,"Brassicaceae"
"12","SIAL","BRRA 100%",2,0,"Brassicaceae"
"13","SIAL","BRRA 100%",3,0,"Brassicaceae"
"14","SIAL","BRRA 100%",4,0,"Brassicaceae"
"15","SIAL","BRRA 100%",5,0,"Brassicaceae"
"16","SIAL","BRRA 100%",6,0,"Brassicaceae"
"17","SIAL","BRRA 100%",7,0,"Brassicaceae"
"18","SIAL","BRRA 100%",8,0,"Brassicaceae"
"19","SIAL","BRRA 100%",9,0,"Brassicaceae"
"20","SIAL","BRRA 100%",10,0,"Brassicaceae"
"21","SIAL","ERSA 100%",1,0,"Brassicaceae"
"22","SIAL","ERSA 100%",2,0,"Brassicaceae"
"23","SIAL","ERSA 100%",3,0,"Brassicaceae"
"24","SIAL","ERSA 100%",4,0,"Brassicaceae"
"25","SIAL","ERSA 100%",5,0,"Brassicaceae"
"26","SIAL","ERSA 100%",6,0,"Brassicaceae"
"27","SIAL","ERSA 100%",7,0,"Brassicaceae"
"28","SIAL","ERSA 100%",8,0,"Brassicaceae"
"29","SIAL","ERSA 100%",9,0,"Brassicaceae"
"30","SIAL","ERSA 100%",10,0,"Brassicaceae"
"31","SIAL","SIAL 100%",1,NA,"Brassicaceae"
"32","SIAL","SIAL 100%",2,NA,"Brassicaceae"
"33","SIAL","SIAL 100%",3,NA,"Brassicaceae"
"34","SIAL","SIAL 100%",4,NA,"Brassicaceae"
"35","SIAL","SIAL 100%",5,NA,"Brassicaceae"
"36","SIAL","SIAL 100%",6,NA,"Brassicaceae"
"37","SIAL","SIAL 100%",7,NA,"Brassicaceae"
"38","SIAL","SIAL 100%",8,NA,"Brassicaceae"
"39","SIAL","SIAL 100%",9,NA,"Brassicaceae"
"40","SIAL","SIAL 100%",10,NA,"Brassicaceae"
"41","SIAL","IPPU 100%",1,0,"Convolvulaceae"
"42","SIAL","IPPU 100%",2,0,"Convolvulaceae"
"43","SIAL","IPPU 100%",3,0,"Convolvulaceae"
"44","SIAL","IPPU 100%",4,0,"Convolvulaceae"
"45","SIAL","IPPU 100%",5,0,"Convolvulaceae"
"46","SIAL","IPPU 100%",6,0,"Convolvulaceae"
"47","SIAL","IPPU 100%",7,0,"Convolvulaceae"
"48","SIAL","IPPU 100%",8,0,"Convolvulaceae"
"49","SIAL","IPPU 100%",9,0,"Convolvulaceae"
"50","SIAL","IPPU 100%",10,0,"Convolvulaceae"
"51","SIAL","CAAN 100%",1,0,"Solanaceae"
"52","SIAL","CAAN 100%",2,1,"Solanaceae"
"53","SIAL","CAAN 100%",3,6,"Solanaceae"
"54","SIAL","CAAN 100%",4,0,"Solanaceae"
"55","SIAL","CAAN 100%",5,0,"Solanaceae"
"56","SIAL","CAAN 100%",6,0,"Solanaceae"
